id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original sin PSN,Precio actual sin PSN,Precio original con PSN,Precio actual con PSN
10009269,Space Race,2024-03-04T12:39:51.311278,PS5,"Arcade, Casual",SMOBILE INC,25/10/2023,Inglés,4.58,12 calificaciones,83 %,8 %,0 %,0 %,8 %,"6,99 €","6,99 €","6,99 €","6,99 €"
10002839,Space Revenge,2024-03-04T12:39:52.823782,"PS4, PS5","Juegos de disparos, Juegos de disparos",JANDUSOFT S.L.,30/9/2021,"Catalán, Español, Inglés, Portugués (Brasil), Turco, Vasco",3.61,23 calificaciones,48 %,9 %,13 %,17 %,13 %,"10,99 €","10,99 €","10,99 €","10,99 €"
227457,Space Ribbon,2024-03-04T12:39:54.758888,PS4,"Arcade, Conducción/Carreras",ONTECA LTD,9/1/2020,"Alemán, Chino (Simplificado), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Ruso",3.56,27 calificaciones,44 %,19 %,4 %,15 %,19 %,"6,99 €","6,99 €","6,99 €","6,99 €"
224951,SPACE RIFT - Episode 1,2024-03-04T12:39:56.406040,PS4,"Acción, Aventura, Simulación",BITCOMPOSER INTERACTIVE GMBH,14/11/2016,"Alemán, Inglés",3.27,267 calificaciones,25 %,24 %,18 %,17 %,15 %,"19,99 €","19,99 €","19,99 €","19,99 €"
10004554,Space Robinson,2024-03-04T12:39:57.836768,PS4,Juegos de disparos,ESDigital Games LTD,17/2/2022,"Inglés, Ruso",3.82,11 calificaciones,36 %,36 %,9 %,9 %,9 %,"6,99 €","6,99 €","6,99 €","6,99 €"
10005703,Space Roguelike Adventure,2024-03-04T12:39:59.272017,PS4,Acción,CHILIDOG INTERACTIVE LLC,10/10/2022,Inglés,4.36,14 calificaciones,71 %,14 %,0 %,7 %,7 %,"4,99 €","4,99 €","4,99 €","4,99 €"
10005230,Space Run,2024-03-04T12:40:00.965821,PS5,"Casual, Arcade",SMOBILE INC,20/5/2022,Inglés,4.58,12 calificaciones,83 %,0 %,8 %,8 %,0 %,"7,99 €","7,99 €","7,99 €","7,99 €"
10004760,Space Scavengers,2024-03-04T12:40:02.626078,PS4,Juegos de disparos,Xitilon,31/3/2023,Inglés,3.98,45 calificaciones,51 %,20 %,13 %,7 %,9 %,"2,99 €","2,99 €","2,99 €","2,99 €"
10007292,Space Tail: Every Journey Leads Home Ultimate Edition,2024-03-04T12:40:04.118893,PS4,Acción,Longterm Games S.A.,8/3/2023,"Alemán, Español, Francés (Francia), Inglés, Japonés, Polaco",4.4,5 calificaciones,80 %,0 %,0 %,20 %,0 %,"16,99 €","16,99 €","16,99 €","16,99 €"
10004280,SPACETIME ODISSEY PS4 & PS5,2024-03-04T12:40:05.671392,PS4,Acción,Benoit Varasse trading as Pix Arts,3/2/2022,Inglés,3.14,7 calificaciones,14 %,43 %,14 %,0 %,29 %,"6,99 €","6,99 €","6,99 €","6,99 €"
10004299,Spacewing War PS4 & PS5,2024-03-04T12:40:07.100972,"PS4, PS5","Acción, Arcade, Juegos de disparos",eastasiasoft,7/6/2022,Inglés,3.83,24 calificaciones,42 %,29 %,13 %,4 %,13 %,"6,99 €","6,99 €","6,99 €","6,99 €"
204044,Sparkle 2 PS4 & PS5,2024-03-04T12:40:08.931219,"PS4, PS5","Acción, Puzzle",10Tons Ltd.,20/12/2020,Inglés,4.27,5.646 calificaciones,60 %,20 %,11 %,4 %,5 %,"6,99 €","6,99 €","6,99 €","6,99 €"
10001781,Sparkle 2 EVO,2024-03-04T12:40:10.374374,PS4,Acción,FOREVER ENTERTAINMENT S. A.,19/5/2021,"Alemán, Español, Francés (Francia), Inglés, Italiano, Portugués (Portugal), Ruso",3.89,54 calificaciones,43 %,28 %,15 %,6 %,9 %,"4,99 €","4,99 €","4,99 €","4,99 €"
10000895,Sparkle 4 Tales,2024-03-04T12:40:12.039055,PS4,Únicos,FOREVER ENTERTAINMENT S. A.,17/12/2020,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Ruso",3.61,18 calificaciones,44 %,22 %,6 %,6 %,22 %,"9,99 €","9,99 €","9,99 €","9,99 €"
232884,Sparklite,2024-03-04T12:40:14.018285,PS4,"Acción, Aventura",MERGE GAMES,14/11/2019,"Alemán, Español, Francés (Francia), Inglés",4.19,124 calificaciones,58 %,24 %,6 %,2 %,10 %,"24,99 €","24,99 €","24,99 €","24,99 €"
