id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original sin PSN,Precio actual sin PSN,Precio original con PSN,Precio actual con PSN,País Store
10007176,EA SPORTS FC™ 24 Standard Edition PS4版 & PS5版,2024-03-23T01:08:17.852232,"PS4, PS5",スポーツ,エレクトロニック・アーツ（株）,2023/9/28,"中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",3.41,59550件の評価,45％,12％,10％,5％,28％,"¥9,700","¥1,940","¥9,700","¥1,940",JAP
228748,Fortnite,2024-03-23T01:08:21.181546,PS5,"アクション, アドベンチャー",EPIC GAMES,2017/7/21,"アラビア語, イタリア語, スペイン語, スペイン語(メキシコ), トルコ語, ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), ポーランド語, ロシア語, 日本語, 英語, 韓国語",4.32,6734267件の評価,71％,10％,8％,1％,10％,無料,無料,無料,無料,JAP
10005844,Dragon's Dogma 2,2024-03-23T01:08:25.994488,PS5,"アクション, RPG",(株)カプコン,2024/3/21,"アラビア語, イタリア語, スペイン語, スペイン語(メキシコ), ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), ロシア語, 日本語, 英語",4.29,4778件の評価,77％,5％,3％,2％,14％,"¥8,990","¥8,990","¥8,990","¥8,990",JAP
10000657,HELLDIVERS™ 2,2024-03-23T01:08:30.294272,PS5,アクション,ソニー・インタラクティブエンタテインメント,2024/2/8,"日本語, 英語",4.49,48986件の評価,81％,7％,2％,2％,9％,"¥4,480","¥4,480","¥4,480","¥4,480",JAP
10003386,Rise of the Ronin™,2024-03-23T01:08:33.230026,PS5,"アクション, アドベンチャー",ソニー・インタラクティブエンタテインメント,2024/3/21,"日本語, 英語",4.35,1690件の評価,71％,13％,4％,3％,9％,"¥8,980","¥8,980","¥8,980","¥8,980",JAP
10001130,Call of Duty®: Modern Warfare® III - クロスジェンバンドル,2024-03-23T01:08:37.203804,"PS4, PS5",アクション,"Activision Publishing, Inc.",2023/11/2,No hay información,4.04,296698件の評価,62％,11％,11％,2％,14％,"¥9,800","¥9,800","¥9,800","¥9,800",JAP
201930,GTAオンライン (PlayStation®5),2024-03-23T01:08:40.771041,PS5,"アクション, アドベンチャー",Take-Two Interactive Japan GK,2022/3/14,"日本語, 英語",4.52,679642件の評価,79％,8％,5％,1％,7％,"¥2,475","¥2,475","¥2,475","¥2,475",JAP
10007788,PS5™版『NBA 2K24』コービー・ブライアント エディション (通常版),2024-03-23T01:08:46.141985,PS5,スポーツ,Take-Two,2023/9/7,"イタリア語, スペイン語, ドイツ語, フランス語 (フランス), 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",3.13,21177件の評価,36％,13％,12％,8％,32％,"¥8,800",含まれます,"¥8,800",含まれます,JAP
203897,『レインボーシックス シージ』デラックスエディション,2024-03-23T01:08:50.262215,"PS4, PS5","アクション, シューティング",ユービーアイソフト(株),2024/3/12,No hay información,4.34,259465件の評価,73％,10％,5％,2％,11％,"¥3,960",¥198,"¥3,960",¥198,JAP
10007978,『WWE 2K24』両世代機対応デジタル エディション,2024-03-23T01:08:54.557842,"PS4, PS5",スポーツ,Take-Two,2024/3/7,No hay información,4.64,2059件の評価,83％,8％,3％,1％,5％,"¥8,800","¥8,800","¥8,800","¥8,800",JAP
