id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original sin PSN,Precio actual sin PSN,Precio original con PSN,Precio actual con PSN,País Store
10007176,EA SPORTS FC™ 24 Standard Edition para PS4 y PS5,2024-03-24T02:59:16.950978,"PS4, PS5",Deporte,EA Swiss Sarl,28/9/2023,No hay información,3.41,60042 calificaciones,45 %,12 %,10 %,5 %,28 %,"79,99 €","15,99 €","79,99 €","15,99 €",ESP
10005844,Dragon's Dogma 2,2024-03-24T02:59:23.210973,PS5,"Acción, Juegos de rol",CE EUROPE LIMITED,21/3/2024,"Alemán, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil), Ruso, Árabe",4.22,6843 calificaciones,73 %,6 %,3 %,3 %,14 %,"74,99 €","74,99 €","74,99 €","74,99 €",ESP
228748,Fortnite,2024-03-24T02:59:29.853219,PS5,"Acción, Aventura",EPIC GAMES,21/7/2017,"Alemán, Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Polaco, Portugués (Brasil), Ruso, Turco, Árabe",4.32,6737127 calificaciones,71 %,10 %,8 %,1 %,10 %,Gratis,Gratis,Gratis,Gratis,ESP
10003386,Rise of the Ronin™,2024-03-24T02:59:35.909340,PS5,"Acción, Aventura",Sony Interactive Entertainment Europe,21/3/2024,"Alemán, Danés, Español, Finlandés, Francés (Francia), Inglés, Italiano, Japonés, Neerlandés, Noruego, Polaco, Portugués (Portugal), Ruso, Sueco, Turco",4.32,2636 calificaciones,70 %,14 %,4 %,3 %,9 %,"79,99 €","79,99 €","79,99 €","79,99 €",ESP
10000657,HELLDIVERS™ 2,2024-03-24T02:59:43.345891,PS5,Acción,Sony Interactive Entertainment Europe,8/2/2024,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Portugués (Portugal), Ruso",4.49,49768 calificaciones,81 %,7 %,2 %,2 %,9 %,"39,99 €","39,99 €","39,99 €","39,99 €",ESP
10001130,Call of Duty®: Modern Warfare® III - Lote Multigeneración,2024-03-24T02:59:54.614467,"PS4, PS5",Acción,Activision Blizzard Int'l BV,2/11/2023,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Ruso",4.04,297363 calificaciones,62 %,11 %,11 %,2 %,14 %,"79,99 €","79,99 €","79,99 €","79,99 €",ESP
201930,Grand Theft Auto Online (PlayStation®5),2024-03-24T03:00:09.189443,PS5,"Acción, Aventura",Rockstar Games,14/3/2022,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Polaco, Portugués (Brasil), Ruso",4.52,679879 calificaciones,79 %,8 %,5 %,1 %,7 %,"19,99 €","19,99 €","19,99 €","19,99 €",ESP
10007788,Edición Kobe Bryant de NBA 2K24 para PS5™,2024-03-24T03:00:20.825988,PS5,Deporte,2K,7/9/2023,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés",3.13,21580 calificaciones,36 %,13 %,12 %,8 %,32 %,"79,99 €",Incluido,"79,99 €",Incluido,ESP
203897,Tom Clancy's Rainbow Six® Siege - Deluxe Edition,2024-03-24T03:00:32.907074,"PS4, PS5","Acción, Juegos de disparos",UBISOFT ENTERTAINMENT SA,12/3/2024,No hay información,4.34,259543 calificaciones,73 %,10 %,5 %,2 %,11 %,"29,99 €","5,99 €","29,99 €","5,99 €",ESP
10002427,eFootball™ 2024,2024-03-24T03:00:50.333878,PS5,Deporte,Konami,30/9/2021,"Alemán, Español, Francés (Francia), Griego, Inglés, Italiano, Neerlandés, Portugués (Portugal), Ruso, Sueco, Turco, Árabe",3.75,272170 calificaciones,53 %,12 %,12 %,3 %,20 %,"19,99 €","12,99 €","19,99 €","12,99 €",ESP
10007978,Edición Digital WWE 2K24 Cross-Gen,2024-03-24T03:01:08.010281,"PS4, PS5",Deporte,2K,7/3/2024,"Alemán, Español, Francés (Francia), Inglés, Italiano, Árabe",4.64,2127 calificaciones,83 %,8 %,3 %,1 %,5 %,"74,99 €","74,99 €","74,99 €","74,99 €",ESP
209441,Red Dead Redemption 2,2024-03-24T03:01:18.374082,PS4,"Acción, Aventura, Únicos",Rockstar Games,25/10/2018,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Polaco, Portugués (Brasil), Ruso",4.71,230003 calificaciones,88 %,5 %,2 %,1 %,4 %,"59,99 €","19,79 €","59,99 €","19,79 €",ESP
10002313,The Crew™ Motorfest Standard Edition - Cross-Gen Bundle,2024-03-24T03:01:35.665759,"PS4, PS5",Conducción/Carreras,UBISOFT ENTERTAINMENT SA,14/9/2023,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Portugués (Brasil)",4.28,17634 calificaciones,69 %,13 %,6 %,2 %,10 %,"79,99 €","39,99 €","79,99 €","39,99 €",ESP
10003999,FINAL FANTASY VII REBIRTH,2024-03-24T03:01:51.523180,PS5,Juegos de rol,Square Enix LTD,28/2/2024,"Alemán, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil)",4.77,23952 calificaciones,91 %,2 %,2 %,1 %,3 %,"79,99 €","79,99 €","79,99 €","79,99 €",ESP
223118,Roblox,2024-03-24T03:02:07.369001,PS4,Únicos,ROBLOX Corporation,10/10/2023,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil)",4.24,260222 calificaciones,68 %,9 %,11 %,1 %,10 %,Gratis,Gratis,Gratis,Gratis,ESP
212779,Minecraft,2024-03-24T03:02:20.046955,PS4,Aventura,Mojang AB,9/12/2019,"Alemán, Checo, Chino (Simplificado), Chino (Tradicional), Coreano, Danés, Eslovenio, Español, Español (México), Finlandés, Francés (Canadá), Francés (Francia), Griego, Húngaro, Inglés, Italiano, Japonés, Neerlandés, Noruego, Polaco, Portugués (Brasil), Portugués (Portugal), Ruso, Sueco, Turco, Ucraniano",4.32,1560509 calificaciones,72 %,9 %,7 %,1 %,10 %,Gratis,Gratis,Gratis,Gratis,ESP
10000896,Genshin Impact,2024-03-24T03:02:33.148085,"PS4, PS5","Acción, Aventura, Juegos de rol",COGNOSPHERE PTE. LTD.,27/4/2021,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Portugués (Portugal), Ruso, Tailandés, Turco, Vietnamita",4.42,326088 calificaciones,76 %,9 %,5 %,1 %,9 %,Gratis,Gratis,Gratis,Gratis,ESP
203715,Rocket League®,2024-03-24T03:02:44.963590,PS4,"Deporte, Acción, Conducción/Carreras",Psyonix,6/7/2015,"Alemán, Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Neerlandés, Polaco, Portugués (Portugal), Ruso, Turco",4.37,1098780 calificaciones,71 %,12 %,8 %,1 %,8 %,Gratis,Gratis,Gratis,Gratis,ESP
10000333,ELDEN RING PS4 & PS5,2024-03-24T03:03:01.617819,"PS4, PS5",Juegos de rol,BANDAI NAMCO ENTERTAINMENT EUROPE,24/2/2022,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Ruso",4.72,64469 calificaciones,89 %,4 %,1 %,1 %,5 %,"59,99 €","59,99 €","59,99 €","59,99 €",ESP
10002788,UFC™ 5,2024-03-24T03:03:18.667179,PS5,Lucha,EA Swiss Sarl,26/10/2023,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil)",3.01,6528 calificaciones,30 %,16 %,12 %,9 %,34 %,"79,99 €","47,99 €","79,99 €","47,99 €",ESP
232447,Versión de Hogwarts Legacy para PS5,2024-03-24T03:03:42.121989,PS5,Únicos,WARNER BROS. INTERACTIVE,9/2/2023,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Ruso, Árabe",4.5,32454 calificaciones,72 %,16 %,6 %,2 %,4 %,"74,99 €","74,99 €","74,99 €","74,99 €",ESP
10008651,MLB® The Show™ 24 PS5®,2024-03-24T03:04:12.073203,"PS4, PS5",Deporte,Sony Interactive Entertainment,19/3/2024,Inglés,4.28,377 calificaciones,74 %,6 %,6 %,2 %,12 %,"69,99 €","69,99 €","69,99 €","69,99 €",ESP
10007460,Baldur's Gate 3,2024-03-24T03:04:23.761474,PS5,Juegos de rol,Larian Studios Games Ltd,6/9/2023,"Alemán, Chino (Simplificado), Chino (Tradicional), Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Polaco, Portugués (Brasil), Ruso, Turco, Ucraniano",4.82,43235 calificaciones,92 %,3 %,1 %,1 %,3 %,"69,99 €","62,99 €","69,99 €","62,99 €",ESP
