id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original,Oferta,Oferta PSPlus,Otra promo diferente a PSPLUS,País Store
228748,Fortnite,2024-04-03 10:52:07.790778,PS5," Adventure,Action",Epic Games,2017-07-21," Portuguese (Brazil), Japanese, English, German, Polish, Korean, Italian, French (France), Spanish,Arabic, Spanish (Mexico), Russian, Turkish",4.32,6761352,4800559,676135,540908,67613,676135,0.0,0.0,-1.0,-1.0,USA
10007788,NBA 2K24 Kobe Bryant Edition for PS5™,2024-04-03 10:52:08.637231,PS5,Sport,2K,2023-09-08,"Chinese (Simplified), Japanese, English, German, Korean, Chinese (Traditional), Italian, French (France), Spanish",3.09,24636,8622,2956,2956,1970,8129,69.99,17.49,0.0,-1.0,USA
10008651,MLB® The Show™ 24 PS5®,2024-04-03 10:52:09.629823,"PS4, PS5",Sport,Sony Interactive Entertainment,2024-03-19,English,4.06,744,498,66,37,22,126,69.99,69.99,-1.0,-1.0,USA
10001130,Call of Duty®: Modern Warfare® III - Cross-Gen Bundle,2024-04-03 10:52:10.653357,"PS4, PS5",Action,Activision,2023-11-02," Portuguese (Brazil), Spanish (Mexico),English, French (France)",4.04,303396,188105,33373,36407,6067,42475,69.99,45.49,-1.0,-1.0,USA
10006239,Madden NFL 24,2024-04-03 10:52:11.649297,"PS4, PS5",Sport,Electronic Arts Inc,2023-08-18,English,3.18,9993,3697,1299,1199,799,2997,69.99,69.99,-1.0,0.0,USA
10007176,EA SPORTS FC™ 24 Standard Edition PS4 & PS5,2024-04-03 10:52:12.719362,"PS4, PS5",Sport,Electronic Arts Inc,2023-09-29," Spanish (Mexico),English, French (France)",3.4,63148,28416,7577,6314,3788,17681,69.99,69.99,-1.0,0.5,USA
10000657,HELLDIVERS™ 2,2024-04-03 10:52:13.769809,PS5,Action,Sony Interactive Entertainment,2024-02-08," Portuguese (Brazil), Spanish (Mexico),English, French (France)",4.51,55666,45089,3896,1113,556,4453,39.99,39.99,-1.0,-1.0,USA
10005844,Dragon's Dogma 2,2024-04-03 10:52:14.680150,PS5,"Action, Role Playing Games","Capcom U.S.A., Inc.",2024-03-22," Portuguese (Brazil), Japanese, English, German, Italian, French (France), Spanish,Arabic, Spanish (Mexico), Russian",4.12,14436,9816,1299,721,577,2021,69.99,69.99,-1.0,-1.0,USA
203897,Tom Clancy's Rainbow Six® Siege Deluxe Edition,2024-04-03 10:52:15.640339,"PS4, PS5","Action, Shooter",Ubisoft Entertainment,2024-03-12,No hay información,4.34,260006,189804,26000,13000,5200,28600,39.99,39.99,-1.0,-1.0,USA
201930,Grand Theft Auto Online (PlayStation®5),2024-04-03 10:52:16.637158,PS5," Adventure,Action",Rockstar Games,2022-03-15," Portuguese (Brazil),Chinese (Simplified), English, German, Polish, Korean, Chinese (Traditional), Italian, French (France), Spanish, Spanish (Mexico), Russian",4.52,681957,538746,54556,34097,6819,47736,19.99,19.99,-1.0,-1.0,USA
