id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original,Oferta,Oferta PSPlus,Otra promo diferente a PSPLUS,País Store
10000896,原神,2024-04-08 09:35:59.188515,"PS4, PS5"," RPG,アクション, アドベンチャー",COGNOSPHERE PTE. LTD.,2021-04-27," スペイン語, タイ語, トルコ語, ベトナム語, 中国語 (繁体字), ポルトガル語 (ポルトガル), 韓国語, ドイツ語,イタリア語, 英語, ロシア語, 日本語, 中国語 (簡体字), フランス語 (フランス)",4.41,328962,250011,29606,16448,3289,29606,0.0,0.0,-1.0,-1.0,JAP
231363,機動戦士ガンダム　バトルオペレーション２,2024-04-08 09:36:00.601311,PS5,アクション,株式会社バンダイナムコエンターテインメント,2021-01-28," 中国語 (繁体字), 韓国語,中国語 (簡体字), 英語, 日本語",3.64,55398,27145,6647,7755,1661,12187,0.0,0.0,-1.0,-1.0,JAP
232352,エーペックスレジェンズ‎ PS5™,2024-04-08 09:36:02.231622,PS5,"アクション, シューティング",エレクトロニック・アーツ（株）,2022-02-08," スペイン語, ポーランド語, 中国語 (繁体字), ポルトガル語 (ブラジル), 韓国語, ドイツ語, イタリア語, 英語, ロシア語, 日本語,アラビア語, 中国語 (簡体字), フランス語 (フランス)",4.13,762670,495735,91520,61013,15253,99147,0.0,0.0,-1.0,-1.0,JAP
10005275,崩壊：スターレイル,2024-04-08 09:36:03.134276,PS5," RPG,アドベンチャー",COGNOSPHERE PTE. LTD.,2023-10-10," 中国語 (繁体字), ポルトガル語 (ブラジル), 韓国語, ドイツ語, 英語, ロシア語, 日本語,スペイン語(メキシコ), 中国語 (簡体字), フランス語 (フランス)",4.59,15559,12913,1244,311,155,933,0.0,0.0,-1.0,-1.0,JAP
10003386,Rise of the Ronin™,2024-04-08 09:36:04.634868,PS5,"アクション, アドベンチャー",ソニー・インタラクティブエンタテインメント,2024-03-21,"日本語, 英語",4.3,7495,5171,1049,374,224,674,8980.0,8980.0,-1.0,-1.0,JAP
10002427,eFootball™ 2024,2024-04-08 09:36:06.343931,PS5,スポーツ,(株)コナミデジタルエンタテインメント,2021-09-30,"日本語, 英語",3.75,277042,146832,33245,36015,8311,55408,0.0,0.0,-1.0,-1.0,JAP
10007176,EA SPORTS FC™ 24 Standard Edition PS4版 & PS5版,2024-04-08 09:36:07.662344,"PS4, PS5",スポーツ,エレクトロニック・アーツ（株）,2023-09-28," 中国語 (繁体字), 韓国語,中国語 (簡体字), 英語, 日本語",3.4,64099,28844,7691,6409,3845,17947,9700.0,9700.0,-1.0,0.5,JAP
10001130,Call of Duty®: Modern Warfare® III - クロスジェンバンドル,2024-04-08 09:36:09.298227,"PS4, PS5",アクション,"Activision Publishing, Inc.",2023-11-02,No hay información,4.04,307865,187797,33865,36943,6157,43101,9800.0,5880.0,-1.0,-1.0,JAP
10006891,Stellar Blade,2024-04-08 09:36:10.587006,PS5,"アクション, アドベンチャー",ソニー・インタラクティブエンタテインメント,2024-04-25,No hay información,0.0,0,0,0,0,0,0,8980.0,8980.0,-1.0,-1.0,JAP
228748,Fortnite,2024-04-08 09:36:17.891836,PS5,"アクション, アドベンチャー",EPIC GAMES,2017-07-21," スペイン語, トルコ語, ポーランド語, ポルトガル語 (ブラジル), 韓国語, ドイツ語, イタリア語, 英語, スペイン語(メキシコ), ロシア語, 日本語,アラビア語, フランス語 (フランス)",4.32,6771657,4807876,677165,541732,67716,677165,0.0,0.0,-1.0,-1.0,JAP
10005844,Dragon's Dogma 2,2024-04-08 09:36:19.017644,PS5," RPG,アクション",(株)カプコン,2024-03-21," スペイン語, ポルトガル語 (ブラジル), ドイツ語, イタリア語, 英語, スペイン語(メキシコ), ロシア語, 日本語,アラビア語, フランス語 (フランス)",4.11,16226,10871,1622,811,649,2271,8990.0,8990.0,-1.0,-1.0,JAP
201579,ファイナルファンタジーXIV - スターターパック,2024-04-08 09:36:20.458713,"PS4, PS5"," RPG,RPG",(株)スクウェア・エニックス,2021-04-27,No hay información,4.5,41830,33045,3764,1254,418,3346,2420.0,2420.0,-1.0,-1.0,JAP
203474,PSO2 ニュージェネシス,2024-04-08 09:36:21.964861,PS4,RPG,株式会社セガ,2016-04-19,No hay información,4.27,25028,17519,2753,1751,500,2753,0.0,0.0,-1.0,-1.0,JAP
10009426,Winning Post 10 2024 (PS4 & PS5),2024-04-08 09:36:23.611866,"PS4, PS5",シミュレーション,(株)コーエーテクモゲームス,2024-03-27,日本語,4.56,200,156,22,12,0,12,10780.0,10780.0,-1.0,-1.0,JAP
10008286,ARK: Survival Ascended,2024-04-08 09:36:25.008065,PS5," RPG,アドベンチャー",株式会社スパイク・チュンソフト,2024-01-29," スペイン語, 中国語 (繁体字), 韓国語, ドイツ語,イタリア語, 英語, 日本語, 中国語 (簡体字), フランス語 (フランス)",4.05,8422,5558,842,421,336,1347,6380.0,6380.0,-1.0,-1.0,JAP
221868,ドラゴンクエストX　オンライン　オールインワンパッケージ　version 1-7,2024-04-08 09:36:26.431819,PS4," RPG,RPG",(株)スクウェア・エニックス,2024-03-20,No hay información,4.47,2169,1691,173,108,21,151,5940.0,5940.0,-1.0,-1.0,JAP
228785,モンスターハンター：ワールド,2024-04-08 09:36:28.073651,PS4,アクション,(株)カプコン,2018-01-25," スペイン語, ドイツ語,イタリア語, 英語, 日本語, スペイン語(メキシコ), フランス語 (フランス)",4.72,109835,95556,5491,2196,1098,4393,1990.0,1990.0,-1.0,-1.0,JAP
10002780,ユニコーンオーバーロード PS4&PS5,2024-04-08 09:36:29.490098,"PS4, PS5",RPG,（株）アトラス,2024-03-07,日本語,4.86,4240,3943,169,84,42,42,8778.0,8778.0,-1.0,-1.0,JAP
10007911,Granblue Fantasy Versus: Rising Standard Edition,2024-04-08 09:36:30.983583,"PS4, PS5","格闘, アクション, パーティー",株式会社Cygames,2023-12-13,No hay información,4.57,1671,1336,133,100,16,83,6600.0,6600.0,-1.0,-1.0,JAP
10007788,PS5™版『NBA 2K24』コービー・ブライアント エディション (通常版),2024-04-08 09:36:32.451381,PS5,スポーツ,Take-Two,2023-09-07," スペイン語, 中国語 (繁体字), 韓国語, ドイツ語,イタリア語, 英語, 日本語, 中国語 (簡体字), フランス語 (フランス)",3.09,25878,9057,3105,3105,2070,8539,8800.0,2200.0,0.0,-1.0,JAP
10001481,遊戯王 マスターデュエル,2024-04-08 09:36:34.018065,PS5," ストラテジー,ファミリー",(株)コナミデジタルエンタテインメント,2022-01-19," 中国語 (繁体字), ポルトガル語 (ブラジル), 韓国語, ドイツ語,イタリア語, 英語, 日本語, スペイン語(メキシコ), 中国語 (簡体字), フランス語 (フランス)",4.12,15604,10142,1872,1248,312,2028,0.0,0.0,-1.0,-1.0,JAP
