id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original sin PSN,Precio actual sin PSN,Precio original con PSN,Precio actual con PSN
10007176,EA SPORTS FC™ 24 Standard Edition para PS4 y PS5,2024-02-29 12:31:51.208676,"['PS4', 'PS5']",['Deporte'],EA Swiss Sarl,2023-09-28,No hay información,3.44,54194,46,12,10,5,27,109.99,43.99,,43.99
228748,Fortnite,2024-02-29 12:31:53.059806,['PS5'],"['Acción', 'Aventura']",EPIC GAMES,2017-07-21,"Alemán, Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Polaco, Portugués (Brasil), Ruso, Turco, Árabe",4.32,6656560,71,10,8,1,10,0.0,0.0,0.00,0.0
10003999,FINAL FANTASY VII REBIRTH,2024-02-29 12:31:54.237661,['PS5'],['Rol'],Square Enix LTD,2024-02-28,"Alemán, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil)",4.85,11807,94,2,2,0,2,79.99,79.99,79.99,79.99
10000657,HELLDIVERS™ 2,2024-02-29 12:31:56.165436,['PS5'],['Acción'],Sony Interactive Entertainment Europe,2024-02-08,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Portugués (Portugal), Ruso",4.43,30906,79,7,2,2,10,39.99,39.99,39.99,39.99
10001130,Call of Duty®: Modern Warfare® III - Lote Multigeneración,2024-02-29 12:31:58.699428,"['PS4', 'PS5']",['Acción'],Activision Blizzard Int'l BV,2023-11-02,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Ruso",4.04,285520,62,11,11,2,14,79.99,79.99,79.99,79.99
10007788,Edición Kobe Bryant de NBA 2K24 para PS5™,2024-02-29 12:31:59.676218,['PS5'],['Deporte'],2K,2023-09-07,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés",3.19,18376,37,14,12,8,30,79.99,79.99,79.99,79.99
10002788,UFC™ 5,2024-02-29 12:32:01.446628,['PS5'],['Lucha'],EA Swiss Sarl,2023-10-26,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil)",3.01,5904,30,16,12,9,33,109.99,65.99,,65.99
201930,Grand Theft Auto Online (PlayStation®5),2024-02-29 12:32:03.273024,['PS5'],"['Acción', 'Aventura']",Rockstar Games,2022-03-14,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Polaco, Portugués (Brasil), Ruso",4.52,675466,79,8,5,1,7,19.99,19.99,19.99,19.99
10002427,eFootball™ 2024,2024-02-29 12:32:04.798859,['PS5'],['Deporte'],Konami,2021-09-30,"Alemán, Español, Francés (Francia), Griego, Inglés, Italiano, Neerlandés, Portugués (Portugal), Ruso, Sueco, Turco, Árabe",3.75,263548,53,12,12,3,20,0.0,0.0,0.00,0.0
10000333,ELDEN RING PS4 & PS5,2024-02-29 12:32:06.622666,"['PS4', 'PS5']",['Rol'],BANDAI NAMCO ENTERTAINMENT EUROPE,2022-02-24,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Ruso",4.71,61027,89,4,1,1,5,59.99,59.99,59.99,59.99
