id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original sin PSN,Promo_1,Promo_2,Promo_3,Etiqueta Precios,País Store
10005275,崩壊：スターレイル,2024-04-02T11:11:21.657235,PS5,"アドベンチャー, RPG",COGNOSPHERE PTE. LTD.,2023/10/10,"スペイン語(メキシコ), ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), ロシア語, 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.59,15211件の評価,83％,8％,2％,1％,6％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
232352,エーペックスレジェンズ‎ PS5™,2024-04-02T11:11:23.294061,PS5,"アクション, シューティング",エレクトロニック・アーツ（株）,2022/2/8,"アラビア語, イタリア語, スペイン語, ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), ポーランド語, ロシア語, 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.13,761645件の評価,65％,12％,8％,2％,13％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10000896,原神,2024-04-02T11:11:24.623249,"PS4, PS5","アクション, アドベンチャー, RPG",COGNOSPHERE PTE. LTD.,2021/4/27,"イタリア語, スペイン語, タイ語, トルコ語, ドイツ語, フランス語 (フランス), ベトナム語, ポルトガル語 (ポルトガル), ロシア語, 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.42,327950件の評価,76％,9％,5％,1％,9％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
201579,ファイナルファンタジーXIV - スターターパック,2024-04-02T11:11:26.098554,"PS4, PS5","RPG, RPG, RPG",(株)スクウェア・エニックス,2021/4/27,No hay información,4.5,41766件の評価,79％,9％,3％,1％,8％,"¥2,420","¥2,420",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10003386,Rise of the Ronin™,2024-04-02T11:11:27.577657,PS5,"アクション, アドベンチャー",ソニー・インタラクティブエンタテインメント,2024/3/21,"日本語, 英語",4.3,6362件の評価,69％,14％,5％,3％,9％,"¥8,980","¥8,980",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10009426,Winning Post 10 2024 (PS4 & PS5),2024-04-02T11:11:29.083737,"PS4, PS5",シミュレーション,(株)コーエーテクモゲームス,2024/3/27,日本語,4.55,180件の評価,78％,11％,6％,0％,6％,"¥10,780","¥10,780",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10002427,eFootball™ 2024,2024-04-02T11:11:30.608464,PS5,スポーツ,(株)コナミデジタルエンタテインメント,2021/9/30,"日本語, 英語",3.75,275317件の評価,53％,12％,13％,3％,20％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
231363,機動戦士ガンダム　バトルオペレーション２,2024-04-02T11:11:32.173549,PS5,アクション,株式会社バンダイナムコエンターテインメント,2021/1/28,"中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",3.64,55295件の評価,49％,12％,14％,3％,22％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10007176,EA SPORTS FC™ 24 Standard Edition PS4版 & PS5版,2024-04-02T11:11:33.692139,"PS4, PS5",スポーツ,エレクトロニック・アーツ（株）,2023/9/28,"中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",3.4,62926件の評価,45％,12％,10％,6％,28％,"¥9,700","¥9,700",ゲームトライアル,No dispone de promoción extra,"['ゲーム本編', False, 'EA_ACCESS', 'No hay información']",JAP
10005844,Dragon's Dogma 2,2024-04-02T11:11:35.227373,PS5,"アクション, RPG",(株)カプコン,2024/3/21,"アラビア語, イタリア語, スペイン語, スペイン語(メキシコ), ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), ロシア語, 日本語, 英語",4.12,14067件の評価,68％,9％,5％,4％,14％,"¥8,990","¥8,990",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
228748,Fortnite,2024-04-02T11:11:36.649885,PS5,"アクション, アドベンチャー",EPIC GAMES,2017/7/21,"アラビア語, イタリア語, スペイン語, スペイン語(メキシコ), トルコ語, ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), ポーランド語, ロシア語, 日本語, 英語, 韓国語",4.32,6758506件の評価,71％,10％,8％,1％,10％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10006891,Stellar Blade,2024-04-02T11:11:38.105654,PS5,"アクション, アドベンチャー",ソニー・インタラクティブエンタテインメント,2024/4/25,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,"¥8,980","¥8,980",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10001481,遊戯王 マスターデュエル,2024-04-02T11:11:45.715887,PS5,"ファミリー, ストラテジー",(株)コナミデジタルエンタテインメント,2022/1/19,"イタリア語, スペイン語(メキシコ), ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.13,15496件の評価,65％,12％,8％,2％,13％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
203474,PSO2 ニュージェネシス,2024-04-02T11:11:47.397680,PS4,RPG,株式会社セガ,2016/4/19,No hay información,4.27,24986件の評価,70％,11％,7％,2％,11％,無料,無料,No hay información,No dispone de promoción extra,"['PS4®用', False, 'No hay información', 'No hay información']",JAP
10002780,ユニコーンオーバーロード PS4&PS5,2024-04-02T11:11:49.151941,"PS4, PS5",RPG,（株）アトラス,2024/3/7,日本語,4.86,3968件の評価,93％,4％,2％,1％,1％,"¥8,778","¥8,778",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10003999,FINAL FANTASY VII REBIRTH,2024-04-02T11:11:50.615687,PS5,RPG,(株)スクウェア・エニックス,2024/2/28,"イタリア語, スペイン語, スペイン語(メキシコ), ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), 日本語, 英語",4.75,26564件の評価,90％,3％,2％,1％,4％,"¥9,878","¥9,878",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
228785,モンスターハンター：ワールド,2024-04-02T11:11:52.148645,PS4,アクション,(株)カプコン,2018/1/25,"イタリア語, スペイン語, スペイン語(メキシコ), ドイツ語, フランス語 (フランス), 日本語, 英語",4.72,109701件の評価,87％,5％,2％,1％,4％,"¥1,990","¥1,990",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10000333,ELDEN RING PS4 & PS5,2024-04-02T11:11:53.753936,"PS4, PS5",RPG,(株)フロム・ソフトウェア,2022/2/24,日本語,4.72,65757件の評価,89％,4％,1％,1％,5％,"¥9,240","¥9,240",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10001615,Street Fighter 6,2024-04-02T11:11:55.242532,"PS4, PS5",格闘,(株)カプコン,2023/6/1,"アラビア語, イタリア語, スペイン語, スペイン語(メキシコ), ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), ポーランド語, ロシア語, 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.44,9121件の評価,72％,12％,10％,1％,5％,"¥7,990","¥7,990",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10005364,Tower of Fantasy（幻塔）,2024-04-02T11:11:56.615599,PS5,"アクション, RPG",Perfect World Games,2023/8/8,"スペイン語(メキシコ), ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), ロシア語, 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",3.85,7852件の評価,54％,14％,10％,6％,16％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10001130,Call of Duty®: Modern Warfare® III - クロスジェンバンドル,2024-04-02T11:11:58.492601,"PS4, PS5",アクション,"Activision Publishing, Inc.",2023/11/2,No hay información,4.04,302796件の評価,62％,11％,12％,2％,14％,"¥9,800","¥5,880",No hay información,No dispone de promoción extra,"['ゲーム本編', True, 'No hay información', 'No hay información']",JAP
201930,GTAオンライン (PlayStation®5),2024-04-02T11:12:00.162411,PS5,"アクション, アドベンチャー",Take-Two Interactive Japan GK,2022/3/14,"日本語, 英語",4.52,681731件の評価,79％,8％,5％,1％,7％,"¥2,475","¥2,475",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
227319,Dead by Daylight,2024-04-02T11:12:02.000874,"PS4, PS5","ホラー, アクション, ホラー",STARBREEZE PUBLISHING AB,2020/11/11,No hay información,4.19,102869件の評価,67％,13％,5％,2％,13％,"¥3,080","¥3,080",含まれます,No dispone de promoción extra,"['ゲーム本編', False, 'PS_PLUS', 'No hay información']",JAP
10001555,ペルソナ３ リロードPS4＆PS5,2024-04-02T11:12:03.564729,"PS4, PS5",RPG,（株）アトラス,2024/2/1,日本語,4.91,5290件の評価,96％,2％,1％,0％,1％,"¥9,680","¥9,680",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10000956,グランツーリスモ７,2024-04-02T11:12:05.912576,"PS4, PS5",ドライビング／レース,株式会社ソニー・インタラクティブエンタテインメント,2022/3/3,"日本語, 英語",4.35,18329件の評価,71％,13％,5％,2％,9％,"¥8,690","¥5,387",No hay información,No dispone de promoción extra,"['ゲーム本編', True, 'No hay información', 'No hay información']",JAP
10007788,PS5™版『NBA 2K24』コービー・ブライアント エディション (通常版),2024-04-02T11:12:07.452884,PS5,スポーツ,Take-Two,2023/9/7,"イタリア語, スペイン語, ドイツ語, フランス語 (フランス), 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",3.1,24378件の評価,35％,12％,12％,8％,33％,"¥8,800","¥2,200",含まれます,No dispone de promoción extra,"['ゲーム本編', True, 'PS_PLUS', 'No hay información']",JAP
10007911,Granblue Fantasy Versus: Rising Standard Edition,2024-04-02T11:12:08.977106,"PS4, PS5","格闘, アクション, パーティー",株式会社Cygames,2023/12/13,No hay información,4.57,1639件の評価,80％,8％,6％,1％,5％,"¥6,600","¥6,600",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
234628,ONE PIECE 海賊無双4,2024-04-02T11:12:10.370738,PS4,"アクション, アドベンチャー",株式会社バンダイナムコエンターテインメント,2020/3/25,No hay información,4.66,7688件の評価,82％,10％,3％,1％,4％,"¥4,400","¥4,400",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
212779,Minecraft,2024-04-02T11:12:11.951516,PS4,アドベンチャー,Mojang AB/日本マイクロソフト,2019/12/9,"イタリア語, ウクライナ語, オランダ語, ギリシャ語, スウェーデン語, スペイン語, スペイン語(メキシコ), スロベニア語, チェコ語, デンマーク語, トルコ語, ドイツ語, ノルウェー語, ハンガリー語, フィンランド語, フランス語 (カナダ), フランス語 (フランス), ブルガリア語, ポルトガル語 (ブラジル), ポルトガル語 (ポルトガル), ポーランド語, ロシア語, 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.32,1562826件の評価,72％,9％,7％,1％,11％,"¥2,640","¥2,640",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
229066,GRANBLUE FANTASY: Relink Standard Edition,2024-04-02T11:12:13.379679,"PS4, PS5","RPG, アクション",株式会社Cygames,2024/1/28,"イタリア語, スペイン語, ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), 日本語, 英語",4.69,10994件の評価,86％,7％,2％,1％,4％,"¥8,778","¥8,778",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10004462,龍が如く８　PS4 & PS5,2024-04-02T11:12:14.866361,"PS4, PS5",RPG,株式会社セガ,2024/1/25,"イタリア語, スペイン語, ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), ロシア語, 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.84,4532件の評価,92％,4％,2％,1％,2％,"¥9,680","¥9,680",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
203897,『レインボーシックス シージ』デラックスエディション,2024-04-02T11:12:17.549098,"PS4, PS5","アクション, シューティング",ユービーアイソフト(株),2024/3/12,No hay información,4.34,259968件の評価,73％,10％,5％,2％,11％,"¥3,960","¥3,960",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
232283,CARAVAN STORIES,2024-04-02T11:12:19.142742,PS4,RPG,株式会社Aiming,2019/4/10,No hay información,3.53,8036件の評価,48％,11％,10％,6％,24％,無料,無料,No hay información,No dispone de promoción extra,"['PS4®用', False, 'No hay información', 'No hay información']",JAP
10008651,MLB® The Show™ 24（英語版）PS5®,2024-04-02T11:12:20.702539,"PS4, PS5",スポーツ,SONY INTERACTIVE ENTERTAINMENT,2024/3/19,英語,4.07,714件の評価,68％,8％,5％,3％,17％,"¥7,980","¥7,980",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
232447,『ホグワーツ・レガシー』PS5版,2024-04-02T11:12:22.088241,PS5,その他,ワーナー ブラザース ジャパン合同会社,2023/2/9,"スペイン語(メキシコ), フランス語 (フランス), ポルトガル語 (ブラジル), 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.5,33230件の評価,72％,17％,6％,2％,4％,"¥9,878","¥4,939",ゲームトライアル,No dispone de promoción extra,"['ゲーム本編', True, 'PS_PLUS', 'No hay información']",JAP
216627,「オーバーウォッチ 2」シーズン9：チャンピオンズ,2024-04-02T11:12:23.594733,PS5,"シューティング, アクション, シューティング",BLIZZARD ENTERTAINMENT INC,2022/10/4,"イタリア語, スペイン語, スペイン語(メキシコ), トルコ語, ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), ポルトガル語 (ポルトガル), ポーランド語, ロシア語, 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.3,192237件の評価,72％,10％,5％,2％,12％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10000453,GUILTY GEAR -STRIVE- PS4 & PS5,2024-04-02T11:12:25.345593,"PS4, PS5",格闘,アークシステムワークス株式会社,2021/6/10,"日本語, 英語, 韓国語",4.59,4709件の評価,83％,7％,3％,1％,6％,"¥3,990","¥1,995",No hay información,No dispone de promoción extra,"['ゲーム本編', True, 'No hay información', 'No hay información']",JAP
232796,WORLD OF WARSHIPS: LEGENDS,2024-04-02T11:12:27.058022,PS5,"アクション, アクション, シューティング",Wargaming Group Ltd,2021/4/26,"スペイン語(メキシコ), ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), ロシア語, 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.12,105973件の評価,60％,15％,13％,2％,11％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
204861,The Elder Scrolls Online,2024-04-02T11:12:28.598340,"PS4, PS5","RPG, RPG",ベセスダ・ソフトワークス／ゼニマックス・アジア(株),2023/11/14,No hay información,4.35,71805件の評価,70％,14％,6％,2％,8％,"¥2,640",¥660,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
232248,Fallout 76,2024-04-02T11:12:30.009694,PS4,RPG,ベセスダ・ソフトワークス／ゼニマックス・アジア(株),2018/11/14,"日本語, 英語",3.59,45357件の評価,51％,12％,7％,6％,24％,"¥4,888","¥4,888",含まれます,No dispone de promoción extra,"['ゲーム本編', False, 'PS_PLUS', 'No hay información']",JAP
205342,Warframe®,2024-04-02T11:12:31.545933,PS5,"アクション, シューティング, その他",Digital Extremes Ltd.,2020/11/26,"イタリア語, スペイン語, ドイツ語, フランス語 (フランス), 日本語, 英語",4.34,666190件の評価,67％,15％,9％,2％,7％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10004772,BLUE PROTOCOL,2024-04-02T11:12:32.853474,PS5,RPG,BANDAI NAMCO ONLINE,2023/12/13,日本語,2.59,2632件の評価,24％,9％,11％,13％,43％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
234823,Tales of ARISE PS4® & PS5®,2024-04-02T11:12:34.507555,"PS4, PS5",RPG,株式会社バンダイナムコエンターテインメント,2021/9/8,"日本語, 英語",4.63,10196件の評価,80％,11％,4％,2％,3％,"¥4,400","¥2,860",含まれます,No dispone de promoción extra,"['ゲーム本編', True, 'PS_PLUS', 'No hay información']",JAP
10005250,モンスターハンターライズ PS4 & PS5,2024-04-02T11:12:36.417961,"PS4, PS5","アクション, RPG",(株)カプコン,2023/1/19,"アラビア語, イタリア語, スペイン語, スペイン語(メキシコ), ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), ポーランド語, ロシア語, 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.54,5563件の評価,76％,14％,4％,2％,5％,"¥3,990","¥3,990",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10002357,僕のヒーローアカデミア ULTRA RUMBLE,2024-04-02T11:12:37.915638,PS4,"格闘, アクション",株式会社バンダイナムコエンターテインメント,2023/9/28,日本語,4.33,24897件の評価,71％,11％,7％,2％,9％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
221852,Destiny 2 PS4™ & PS5™,2024-04-02T11:12:39.585652,"PS4, PS5","アドベンチャー, シューティング, アクション",BUNGIE INC.,2020/12/8,"イタリア語, スペイン語, スペイン語(メキシコ), ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), ポーランド語, ロシア語, 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.28,288865件の評価,70％,11％,6％,2％,10％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10001133,信長の野望·新生,2024-04-02T11:12:41.111974,PS4,"シミュレーション, ストラテジー",(株)コーエーテクモゲームス,2022/7/20,"中国語 (簡体字), 中国語 (繁体字), 日本語",4.5,346件の評価,71％,19％,3％,4％,3％,"¥10,780","¥6,468",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10008306,龍が如く７外伝 名を消した男　PS4 & PS5,2024-04-02T11:12:42.475403,"PS4, PS5","アドベンチャー, アクション",株式会社セガ,2023/11/8,"イタリア語, スペイン語, ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), ロシア語, 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.87,4354件の評価,92％,6％,1％,0％,1％,"¥5,940","¥4,158",No hay información,No dispone de promoción extra,"['ゲーム本編', True, 'No hay información', 'No hay información']",JAP
233032,Black Desert: Traveler Edition,2024-04-02T11:12:45.165602,PS4,"RPG, RPG",Pearl Abyss,2023/5/17,"スペイン語, ドイツ語, フランス語 (フランス), ロシア語, 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",3.82,12919件の評価,59％,10％,6％,4％,21％,"¥3,278",¥655,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10008286,ARK: Survival Ascended,2024-04-02T11:12:46.604619,PS5,"アドベンチャー, RPG",株式会社スパイク・チュンソフト,2024/1/29,"イタリア語, スペイン語, ドイツ語, フランス語 (フランス), 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.07,8112件の評価,67％,9％,4％,4％,16％,"¥6,380","¥6,380",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
205366,War Thunder,2024-04-02T11:12:48.406548,PS5,"シミュレーション, アクション, その他",EXNOA LLC,2020/11/16,日本語,4.16,342999件の評価,62％,15％,11％,3％,10％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10000657,HELLDIVERS™ 2,2024-04-02T11:12:49.781470,PS5,アクション,ソニー・インタラクティブエンタテインメント,2024/2/8,"日本語, 英語",4.51,55127件の評価,81％,7％,2％,1％,8％,"¥4,480","¥4,480",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10009729,ダンジョンに出会いを求めるのは間違っているだろうか バトル・クロニクル PS4&PS5,2024-04-02T11:12:51.208750,"PS4, PS5","その他, アクション, RPG",株式会社Aiming,2024/2/13,"中国語 (繁体字), 日本語, 英語, 韓国語",3.81,1178件の評価,58％,10％,8％,5％,19％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
212581,World of Tanks,2024-04-02T11:12:52.642583,PS5,"アクション, アクション, シューティング",Wargaming Group Ltd,2021/10/26,"スペイン語, ドイツ語, フランス語 (フランス), ポーランド語, ロシア語, 日本語, 英語",4.1,279532件の評価,61％,13％,12％,2％,12％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
233235,ドラゴンボールZ KAKAROT PS4&PS5,2024-04-02T11:12:54.210707,"PS4, PS5","アクション, アドベンチャー, RPG",株式会社バンダイナムコエンターテインメント,2023/1/11,日本語,4.58,40750件の評価,79％,10％,6％,1％,4％,"¥4,400","¥4,400",含まれます,No dispone de promoción extra,"['ゲーム本編', False, 'PS_PLUS', 'No hay información']",JAP
10002100,FINAL FANTASY XVI,2024-04-02T11:12:55.769466,PS5,"アクション, RPG",(株)スクウェア・エニックス,2023/6/21,"アラビア語, イタリア語, スペイン語, スペイン語(メキシコ), ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), ポーランド語, ロシア語, 日本語, 英語",4.52,21770件の評価,72％,16％,6％,3％,3％,"¥9,900","¥9,900",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10006270,鉄拳8,2024-04-02T11:12:57.197042,PS5,"アクション, 格闘",株式会社バンダイナムコエンターテインメント,2024/1/25,"日本語, 英語",4.65,7946件の評価,86％,4％,5％,1％,5％,"¥9,680","¥9,680",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
231800,DEAD OR ALIVE 6,2024-04-02T11:12:59.211028,PS4,格闘,(株)コーエーテクモゲームス,2019/2/25,No hay información,4.14,27374件の評価,64％,12％,9％,2％,12％,"¥8,580","¥1,716",No hay información,No dispone de promoción extra,"['PS4®用', True, 'No hay información', 'No hay información']",JAP
10003484,百英雄伝,2024-04-02T11:13:00.662712,PS5,RPG,505 Games,2024/4/23,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,"¥5,830","¥5,830","¥5,247",No dispone de promoción extra,"['ゲーム本編', False, 'PS_PLUS', 'No hay información']",JAP
235227,Ghost of Tsushima DIRECTOR’S CUT,2024-04-02T11:13:08.232084,"PS4, PS5",RPG,ソニー・インタラクティブエンタテインメント,2021/8/19,"日本語, 英語",4.55,150270件の評価,83％,6％,3％,1％,8％,"¥8,690","¥4,345",No hay información,No dispone de promoción extra,"['ゲーム本編', True, 'No hay información', 'No hay información']",JAP
10008436,グランディア HDコレクション,2024-04-02T11:13:09.965553,PS4,"RPG, RPG",GUNGHO ONLINE ENTERTAINMENT AMERICA,2024/3/26,"ドイツ語, フランス語 (フランス), 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.9,168件の評価,95％,2％,1％,0％,1％,"¥4,400","¥4,400",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
231761,ディアブロ IV - スタンダードエディション,2024-04-02T11:13:11.338695,"PS4, PS5",その他,BLIZZARD ENTERTAINMENT INC,2023/6/5,No hay información,4.14,7256件の評価,69％,9％,6％,2％,15％,"¥9,800","¥4,900",No hay información,No dispone de promoción extra,"['ゲーム本編', True, 'No hay información', 'No hay información']",JAP
10004473,BIOHAZARD RE:4 PS4 & PS5,2024-04-02T11:13:13.070438,"PS4, PS5","アクション, アドベンチャー, ホラー",(株)カプコン,2023/3/23,"アラビア語, イタリア語, スペイン語, スペイン語(メキシコ), ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), ロシア語, 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.8,53244件の評価,89％,5％,4％,0％,2％,"¥4,990","¥4,990",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
10009025,プラネット ズー,2024-04-02T11:13:14.417536,PS5,"カジュアル, ファミリー, シミュレーション",Frontier Developments,2024/3/26,"イタリア語, オランダ語, スウェーデン語, スペイン語, スペイン語(メキシコ), チェコ語, デンマーク語, ドイツ語, ノルウェー語, フランス語 (フランス), ポルトガル語 (ブラジル), ポーランド語, 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.57,694件の評価,82％,7％,3％,2％,6％,"¥5,610","¥5,610",No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
228744,FINAL FANTASY VII REMAKE INTERGRADE,2024-04-02T11:13:15.770000,PS5,RPG,(株)スクウェア・エニックス,2021/6/9,"日本語, 英語",4.72,111254件の評価,87％,6％,2％,1％,4％,"¥5,478","¥5,478",含まれます,No dispone de promoción extra,"['ゲーム本編', False, 'PS_PLUS', 'No hay información']",JAP
234567,サイバーパンク2077,2024-04-02T11:13:17.259474,"PS4, PS5",RPG,CD PROJEKT S.A.,2022/2/15,"日本語, 英語",4.34,98440件の評価,72％,12％,4％,3％,10％,"¥7,370","¥7,370",ゲームトライアル,No dispone de promoción extra,"['ゲーム本編', False, 'PS_PLUS', 'No hay información']",JAP
223118,Roblox,2024-04-02T11:13:18.575632,PS4,その他,Roblox合同会社,2023/10/10,"イタリア語, スペイン語, ドイツ語, フランス語 (フランス), ポルトガル語 (ブラジル), 中国語 (簡体字), 中国語 (繁体字), 日本語, 英語, 韓国語",4.24,267659件の評価,68％,9％,11％,1％,10％,無料,無料,No hay información,No dispone de promoción extra,"['体験版', False, 'No hay información', 'No hay información']",JAP
10002456,Marvel’s Spider-Man 2,2024-04-02T11:13:20.081865,PS5,アクション,ソニー・インタラクティブエンタテインメント,2023/10/19,"日本語, 英語",4.87,113007件の評価,92％,4％,1％,1％,1％,"¥8,980","¥8,980",ゲームトライアル,No dispone de promoción extra,"['ゲーム本編', False, 'PS_PLUS', 'No hay información']",JAP
228857,The Sims™ 4,2024-04-02T11:13:21.977720,PS4,"アクション, シミュレーション",エレクトロニック・アーツ（株）,2017/11/16,No hay información,3.98,88504件の評価,60％,13％,9％,3％,16％,無料,無料,No hay información,No dispone de promoción extra,"['ゲーム本編', False, 'No hay información', 'No hay información']",JAP
