id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original sin PSN,Precio actual sin PSN,Precio original con PSN,Precio actual con PSN,País Store
10007176,EA SPORTS FC™ 24 Standard Edition para PS4 y PS5,2024-03-11 19:00:32.260599,"PS4, PS5",Deporte,EA Swiss Sarl,2023-09-28,No hay información,3.42,56,25,6,5,2,15,109.99,43.99,109.99,43.99,ESP
228748,Fortnite,2024-03-11 19:00:35.988619,PS5," Aventura,Acción",EPIC GAMES,2017-07-21," Español, Japonés, Italiano, Coreano, Ruso, Árabe, Polaco, Francés (Francia), Portugués (Brasil), Turco, Español (México),Alemán, Inglés",4.32,6,4,0,0,0,0,0.0,0.0,0.0,0.0,ESP
10000657,HELLDIVERS™ 2,2024-03-11 19:00:39.360000,PS5,Acción,Sony Interactive Entertainment Europe,2024-02-08," Español, Italiano, Ruso, Portugués (Portugal), Francés (Francia), Polaco,Alemán, Inglés",4.47,41,32,2,0,0,3,39.99,39.99,39.99,39.99,ESP
10007978,Edición Digital WWE 2K24 Cross-Gen,2024-03-11 19:00:42.322435,"PS4, PS5",Deporte,2K,2024-03-07," Español, Italiano, Árabe, Francés (Francia),Alemán, Inglés",4.72,1,0,0,0,0,0,74.99,74.99,74.99,74.99,ESP
10001130,Call of Duty®: Modern Warfare® III - Lote Multigeneración,2024-03-11 19:00:45.833343,"PS4, PS5",Acción,Activision Blizzard Int'l BV,2023-11-02," Español, Italiano, Ruso, Francés (Francia), Polaco,Alemán, Inglés",4.04,291,180,32,32,5,40,79.99,79.99,79.99,79.99,ESP
10007788,Edición Kobe Bryant de NBA 2K24 para PS5™,2024-03-11 19:00:50.691135,PS5,Deporte,2K,2023-09-07," Español, Japonés, Italiano, Coreano, Chino (Simplificado), Francés (Francia), Chino (Tradicional),Alemán, Inglés",3.17,19,6,2,2,1,5,79.99,79.99,79.99,79.99,ESP
201930,Grand Theft Auto Online (PlayStation®5),2024-03-11 19:00:56.474086,PS5," Aventura,Acción",Rockstar Games,2022-03-14," Español, Italiano, Coreano, Chino (Simplificado), Ruso, Polaco, Francés (Francia), Portugués (Brasil), Chino (Tradicional),Alemán, Inglés, Español (México)",4.52,677,534,54,33,6,47,19.99,19.99,19.99,19.99,ESP
10003999,FINAL FANTASY VII REBIRTH,2024-03-11 19:00:59.028772,PS5,Juegos de rol,Square Enix LTD,2024-02-28," Español, Japonés, Italiano, Francés (Francia), Portugués (Brasil), Español (México),Alemán, Inglés",4.8,19,17,0,0,0,0,79.99,79.99,79.99,79.99,ESP
10002427,eFootball™ 2024,2024-03-11 19:01:01.648556,PS5,Deporte,Konami,2021-09-30," Español, Italiano, Neerlandés, Ruso, Portugués (Portugal), Sueco, Árabe, Francés (Francia), Turco,Alemán, Inglés, Griego",3.75,267,141,32,32,8,53,0.0,0.0,0.0,0.0,ESP
203715,Rocket League®,2024-03-11 19:01:07.175535,PS4," Acción, Conducción/Carreras,Deporte",Psyonix,2015-07-06," Español, Japonés, Italiano, Neerlandés, Coreano, Ruso, Portugués (Portugal), Francés (Francia), Turco, Polaco,Alemán, Inglés",4.37,1,0,0,0,0,0,0.0,0.0,0.0,0.0,ESP
10005844,Dragon's Dogma 2,2024-03-11 19:01:10.098748,PS5," Juegos de rol,Acción",CE EUROPE LIMITED,2024-03-21,No hay información,0.0,0,0,0,0,0,0,74.99,74.99,74.99,74.99,ESP
10002788,UFC™ 5,2024-03-11 19:01:12.992126,PS5,Lucha,EA Swiss Sarl,2023-10-26," Español, Japonés, Italiano, Coreano, Chino (Simplificado), Francés (Francia), Portugués (Brasil), Chino (Tradicional),Alemán, Inglés, Español (México)",3.0,6,1,0,0,0,2,109.99,65.99,109.99,65.99,ESP
10007412,Taxi Life: A City Driving Simulator,2024-03-11 19:01:15.502147,PS5,"Conducción/Carreras, Simulación",NACON SA,2024-03-07," Español, Japonés, Italiano, Neerlandés, Coreano, Chino (Simplificado), Ruso, Árabe, Polaco, Francés (Francia), Portugués (Brasil), Chino (Tradicional),Alemán, Inglés",2.82,468,117,60,65,65,159,39.99,39.99,39.99,39.99,ESP
10000333,ELDEN RING PS4 & PS5,2024-03-11 19:01:18.661364,"PS4, PS5",Juegos de rol,BANDAI NAMCO ENTERTAINMENT EUROPE,2022-02-24," Español, Italiano, Ruso, Francés (Francia), Polaco,Alemán, Inglés",4.72,62,55,2,0,0,3,59.99,59.99,59.99,59.99,ESP
10000956,Gran Turismo™ 7,2024-03-11 19:01:22.525419,"PS4, PS5",Conducción/Carreras,Polyphony Digital Inc,2022-03-03," Español, Japonés, Italiano, Checo, Neerlandés, Ruso, Portugués (Portugal), Árabe, Francés (Francia), Turco, Polaco,Alemán, Inglés, Griego",4.35,17,12,2,0,0,1,99.99,69.99,99.99,69.99,ESP
10002456,Marvel’s Spider-Man 2,2024-03-11 19:01:25.898506,PS5,Acción,Sony Interactive Entertainment Europe,2023-10-19," Español, Noruego, Italiano, Checo, Neerlandés, Húngaro, Ruso, Portugués (Portugal), Sueco, Árabe, Polaco, Danés, Francés (Francia), Finlandés,Alemán, Inglés, Griego",4.88,109,101,4,1,1,1,79.99,79.99,79.99,79.99,ESP
