id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original sin PSN,Precio actual sin PSN,Precio original con PSN,Precio actual con PSN,País Store
10007176,EA SPORTS FC™ 24 Standard Edition para PS4 y PS5,2024-03-20 08:29:08.048694,"PS4, PS5",Deporte,EA Swiss Sarl,2023-09-28,No hay información,3.41,58581,26361,7029,5858,2929,16402,79.99,15.99,79.99,15.99,ESP
228748,Fortnite,2024-03-20 08:29:10.674791,PS5," Aventura,Acción",EPIC GAMES,2017-07-21," Español, Japonés, Italiano, Coreano, Ruso, Árabe, Polaco, Francés (Francia), Portugués (Brasil), Turco, Español (México),Alemán, Inglés",4.32,6727720,4776681,672772,538217,67277,672772,0.0,0.0,0.0,0.0,ESP
10000657,HELLDIVERS™ 2,2024-03-20 08:29:13.339266,PS5,Acción,Sony Interactive Entertainment Europe,2024-02-08," Español, Italiano, Ruso, Portugués (Portugal), Francés (Francia), Polaco,Alemán, Inglés",4.48,47405,38398,3318,948,948,4266,39.99,39.99,39.99,39.99,ESP
10005844,Dragon's Dogma 2,2024-03-20 08:29:15.383162,PS5," Juegos de rol,Acción",CE EUROPE LIMITED,2024-03-21,No hay información,0.0,0,0,0,0,0,0,74.99,74.99,74.99,74.99,ESP
10001130,Call of Duty®: Modern Warfare® III - Lote Multigeneración,2024-03-20 08:29:18.374184,"PS4, PS5",Acción,Activision Blizzard Int'l BV,2023-11-02," Español, Italiano, Ruso, Francés (Francia), Polaco,Alemán, Inglés",4.04,295411,183154,32495,32495,5908,41357,79.99,79.99,79.99,79.99,ESP
201930,Grand Theft Auto Online (PlayStation®5),2024-03-20 08:29:21.511202,PS5," Aventura,Acción",Rockstar Games,2022-03-14," Español, Italiano, Coreano, Chino (Simplificado), Ruso, Polaco, Francés (Francia), Portugués (Brasil), Chino (Tradicional),Alemán, Inglés, Español (México)",4.52,679226,536588,54338,33961,6792,47545,19.99,19.99,19.99,19.99,ESP
10007788,Edición Kobe Bryant de NBA 2K24 para PS5™,2024-03-20 08:29:24.528168,PS5,Deporte,2K,2023-09-07," Español, Japonés, Italiano, Coreano, Chino (Simplificado), Francés (Francia), Chino (Tradicional),Alemán, Inglés",3.15,20239,7286,2631,2428,1619,6274,79.99,0.0,79.99,0.0,ESP
10003386,Rise of the Ronin™,2024-03-20 08:29:27.017020,PS5," Aventura,Acción",Sony Interactive Entertainment Europe,2024-03-21,No hay información,0.0,0,0,0,0,0,0,79.99,79.99,79.99,79.99,ESP
10000896,Genshin Impact,2024-03-20 08:29:29.658699,"PS4, PS5"," Aventura, Juegos de rol,Acción",COGNOSPHERE PTE. LTD.,2021-04-27," Español, Japonés, Italiano, Coreano, Chino (Simplificado), Portugués (Portugal), Ruso, Tailandés, Vietnamita, Francés (Francia), Turco, Chino (Tradicional),Alemán, Inglés",4.42,325396,247300,29285,16269,3253,29285,0.0,0.0,0.0,0.0,ESP
203897,Tom Clancy's Rainbow Six® Siege - Deluxe Edition,2024-03-20 08:29:32.538330,"PS4, PS5"," Juegos de disparos,Acción",UBISOFT ENTERTAINMENT SA,2024-03-12,No hay información,4.34,259281,189275,25928,12964,5185,28520,29.99,5.99,29.99,5.99,ESP
10007978,Edición Digital WWE 2K24 Cross-Gen,2024-03-20 08:29:35.380865,"PS4, PS5",Deporte,2K,2024-03-07," Español, Italiano, Árabe, Francés (Francia),Alemán, Inglés",4.65,1938,1627,135,58,19,96,74.99,74.99,74.99,74.99,ESP
10008554,STAR WARS™ Battlefront Classic Collection,2024-03-20 08:29:38.074137,"PS4, PS5","Juegos de disparos, Juegos de disparos",ASPYR MEDIA,2024-03-13," Español, Italiano, Chino (Simplificado), Ruso, Francés (Francia),Alemán, Inglés",2.97,4460,1650,312,356,401,1694,34.99,34.99,34.99,34.99,ESP
10003999,FINAL FANTASY VII REBIRTH,2024-03-20 08:29:41.148668,PS5,Juegos de rol,Square Enix LTD,2024-02-28," Español, Japonés, Italiano, Francés (Francia), Portugués (Brasil), Español (México),Alemán, Inglés",4.77,22460,20663,449,449,224,673,79.99,79.99,79.99,79.99,ESP
10002427,eFootball™ 2024,2024-03-20 08:29:43.839344,PS5,Deporte,Konami,2021-09-30," Español, Italiano, Neerlandés, Ruso, Portugués (Portugal), Sueco, Árabe, Francés (Francia), Turco,Alemán, Inglés, Griego",3.75,270633,143435,32475,32475,8118,54126,19.99,12.99,19.99,12.99,ESP
10002313,The Crew™ Motorfest Standard Edition - Cross-Gen Bundle,2024-03-20 08:29:47.604807,"PS4, PS5",Conducción/Carreras,UBISOFT ENTERTAINMENT SA,2023-09-14," Español, Italiano, Francés (Francia), Portugués (Brasil), Polaco,Alemán, Inglés",4.29,17323,11952,2251,1039,346,1732,79.99,39.99,79.99,39.99,ESP
203715,Rocket League®,2024-03-20 08:29:50.172406,PS4," Acción, Conducción/Carreras,Deporte",Psyonix,2015-07-06," Español, Japonés, Italiano, Neerlandés, Coreano, Ruso, Portugués (Portugal), Francés (Francia), Turco, Polaco,Alemán, Inglés",4.37,1097333,779106,131679,87786,10973,87786,0.0,0.0,0.0,0.0,ESP
209441,Red Dead Redemption 2,2024-03-20 08:29:52.789447,PS4," Únicos, Aventura,Acción",Rockstar Games,2018-10-25," Español, Italiano, Coreano, Chino (Simplificado), Ruso, Polaco, Francés (Francia), Portugués (Brasil), Chino (Tradicional),Alemán, Inglés, Español (México)",4.71,229387,201860,11469,4587,2293,9175,59.99,59.99,59.99,59.99,ESP
10000333,ELDEN RING PS4 & PS5,2024-03-20 08:29:55.581902,"PS4, PS5",Juegos de rol,BANDAI NAMCO ENTERTAINMENT EUROPE,2022-02-24," Español, Italiano, Ruso, Francés (Francia), Polaco,Alemán, Inglés",4.72,63929,56896,2557,639,639,3196,59.99,59.99,59.99,59.99,ESP
10002788,UFC™ 5,2024-03-20 08:29:58.463882,PS5,Lucha,EA Swiss Sarl,2023-10-26," Español, Japonés, Italiano, Coreano, Chino (Simplificado), Francés (Francia), Portugués (Brasil), Chino (Tradicional),Alemán, Inglés, Español (México)",3.0,6423,1926,1027,770,578,2183,79.99,79.99,79.99,79.99,ESP
212779,Minecraft,2024-03-20 08:30:01.836995,PS4,Aventura,Mojang AB,2019-12-09," Ucraniano, Japonés, Italiano, Checo, Neerlandés, Húngaro, Polaco, Francés (Canadá), Francés (Francia), Español (México), Finlandés, Noruego, Ruso, Eslovenio, Sueco,Alemán, Turco, Griego, Español, Coreano, Chino (Simplificado), Portugués (Portugal), Danés, Portugués (Brasil), Chino (Tradicional), Inglés",4.32,1559660,1122955,140369,109176,15596,155966,0.0,0.0,0.0,0.0,ESP
10007460,Baldur's Gate 3,2024-03-20 08:30:06.189062,PS5,Juegos de rol,Larian Studios Games Ltd,2023-09-06," Español, Ucraniano, Japonés, Italiano, Chino (Simplificado), Ruso, Polaco, Francés (Francia), Portugués (Brasil), Turco, Chino (Tradicional),Alemán, Inglés, Español (México)",4.82,42833,39406,1284,428,428,1284,69.99,62.99,69.99,62.99,ESP
223118,Roblox,2024-03-20 08:30:08.978304,PS4,Únicos,ROBLOX Corporation,2023-10-10," Español, Japonés, Italiano, Coreano, Chino (Simplificado), Francés (Francia), Portugués (Brasil), Chino (Tradicional),Alemán, Inglés",4.24,257726,175253,23195,28349,2577,25772,0.0,0.0,0.0,0.0,ESP
10005985,Prince of Persia The Lost Crown,2024-03-20 08:30:11.160717,"PS4, PS5",Acción,UBISOFT ENTERTAINMENT SA,2024-01-17," Español, Japonés, Italiano, Coreano, Chino (Simplificado), Ruso, Árabe, Polaco, Francés (Francia), Portugués (Brasil), Chino (Tradicional),Alemán, Inglés",4.46,3668,2714,440,220,73,220,49.99,29.99,49.99,29.99,ESP
10000956,Gran Turismo™ 7,2024-03-20 08:30:13.938841,"PS4, PS5",Conducción/Carreras,Polyphony Digital Inc,2022-03-03," Español, Japonés, Italiano, Checo, Neerlandés, Ruso, Portugués (Portugal), Árabe, Francés (Francia), Turco, Polaco,Alemán, Inglés, Griego",4.35,17731,12589,2305,886,354,1595,79.99,79.99,79.99,79.99,ESP
10008651,MLB® The Show™ 24 PS5®,2024-03-20 08:30:17.644621,"PS4, PS5",Deporte,Sony Interactive Entertainment,2024-03-19,Inglés,4.33,188,141,13,9,3,20,69.99,69.99,69.99,69.99,ESP
232447,Versión de Hogwarts Legacy para PS5,2024-03-20 08:30:20.373700,PS5,Únicos,WARNER BROS. INTERACTIVE,2023-02-09," Español, Italiano, Ruso, Árabe, Francés (Francia), Polaco,Alemán, Inglés",4.5,32214,23194,5154,1932,644,1288,74.99,74.99,74.99,74.99,ESP
10002456,Marvel’s Spider-Man 2,2024-03-20 08:30:23.005337,PS5,Acción,Sony Interactive Entertainment Europe,2023-10-19," Español, Noruego, Italiano, Checo, Neerlandés, Húngaro, Ruso, Portugués (Portugal), Sueco, Árabe, Polaco, Danés, Francés (Francia), Finlandés,Alemán, Inglés, Griego",4.87,110741,102989,4429,1107,1107,1107,79.99,79.99,79.99,79.99,ESP
10005114,STAR WARS Jedi: Survivor™,2024-03-20 08:30:25.744216,PS5,Acción,EA Swiss Sarl,2023-04-28," Español, Japonés, Italiano, Coreano, Chino (Simplificado), Polaco, Francés (Francia), Portugués (Brasil), Chino (Tradicional),Alemán, Inglés, Español (México)",4.51,10547,7066,2425,527,210,316,79.99,71.99,79.99,71.99,ESP
10000237,Assassin's Creed Valhalla PS4 & PS5,2024-03-20 08:30:28.288787,"PS4, PS5",Juegos de rol,UBISOFT ENTERTAINMENT SA,2020-11-11,No hay información,4.18,48438,31969,6296,3390,1937,5328,69.99,17.49,69.99,0.0,ESP
227319,Dead by Daylight PS4® & PS5®,2024-03-20 08:30:31.188724,"PS4, PS5"," Acción,Terror, Terror",STARBREEZE PUBLISHING AB,2020-11-11,No hay información,4.19,102400,68608,13312,5120,2048,13312,29.99,14.99,29.99,0.0,ESP
228857,Los Sims™ 4,2024-03-20 08:30:34.780335,PS4," Simulación,Acción",EA Swiss Sarl,2017-11-16," Español, Noruego, Italiano, Neerlandés, Ruso, Sueco, Polaco, Danés, Francés (Francia), Finlandés,Alemán, Inglés",3.98,87732,52639,11405,7895,2631,14037,0.0,0.0,0.0,0.0,ESP
10004865,Assassin's Creed® Mirage,2024-03-20 08:30:38.261324,"PS4, PS5"," Aventura,Acción",UBISOFT ENTERTAINMENT SA,2023-10-04," Español, Italiano, Francés (Francia), Portugués (Brasil), Polaco,Alemán, Inglés",3.98,14692,7346,3379,1763,1028,1322,59.99,35.99,59.99,35.99,ESP
