id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original,Oferta,Oferta PSPlus,Otra promo diferente a PSPLUS,País Store
10007176,EA SPORTS FC™ 24 Standard Edition para PS4 y PS5,2024-05-15T17:40:06.594352,"PS4, PS5",Deporte,EA Swiss Sarl,28/9/2023,No hay información,3.3,78162 calificaciones,43 %,11 %,10 %,6 %,31 %,"79,99 €","79,99 €",Incluido,No hay otra promoción,ESP
228748,Fortnite,2024-05-15T17:40:08.016354,PS5,"Acción, Aventura",EPIC GAMES,21/7/2017,"Alemán, Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Polaco, Portugués (Brasil), Ruso, Turco, Árabe",4.32,6840690 calificaciones,71 %,10 %,8 %,1 %,10 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
10001130,Call of Duty®: Modern Warfare® III - Lote Multigeneración,2024-05-15T17:40:09.414357,"PS4, PS5",Acción,Activision Blizzard Int'l BV,2/11/2023,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Ruso",4.04,325932 calificaciones,61 %,11 %,12 %,2 %,14 %,"79,99 €","79,99 €",No hay información,No hay otra promoción,ESP
10002427,eFootball™ 2024,2024-05-15T17:40:10.986388,PS5,Deporte,Konami,30/9/2021,"Alemán, Español, Francés (Francia), Griego, Inglés, Italiano, Neerlandés, Portugués (Portugal), Ruso, Sueco, Turco, Árabe",3.76,288378 calificaciones,53 %,12 %,13 %,3 %,19 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
201930,Grand Theft Auto Online (PlayStation®5),2024-05-15T17:40:12.550190,PS5,"Acción, Aventura",Rockstar Games,14/3/2022,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Polaco, Portugués (Brasil), Ruso",4.52,689134 calificaciones,79 %,8 %,5 %,1 %,7 %,"19,99 €","19,99 €",No hay información,No hay otra promoción,ESP
10007788,Edición Kobe Bryant de NBA 2K24 para PS5™,2024-05-15T17:40:13.881641,PS5,Deporte,2K,7/9/2023,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés",3.03,30939 calificaciones,34 %,12 %,12 %,8 %,35 %,"79,99 €","79,99 €",Incluido,No hay otra promoción,ESP
10009581,MotoGP™24 PS4 & PS5,2024-05-15T17:40:15.230575,"PS4, PS5","Conducción/Carreras, Deporte",MILESTONE SRL,1/5/2024,"Alemán, Chino (Simplificado), Chino (Tradicional), Español, Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil), Tailandés",4.43,86 calificaciones,76 %,9 %,5 %,3 %,7 %,"69,99 €","69,99 €",No hay información,No hay otra promoción,ESP
10000896,Genshin Impact,2024-05-15T17:40:16.519061,"PS4, PS5","Acción, Aventura, Juegos de rol",COGNOSPHERE PTE. LTD.,27/4/2021,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Portugués (Portugal), Ruso, Tailandés, Turco, Vietnamita",4.41,335457 calificaciones,75 %,9 %,5 %,1 %,9 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
10004708,TopSpin 2K25 Edición Digital Cross-Gen,2024-05-15T17:40:17.850737,"PS4, PS5",Deporte,2K,25/4/2024,"Alemán, Checo, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés",3.33,1053 calificaciones,40 %,15 %,11 %,5 %,29 %,"74,99 €","74,99 €",Prueba de juego,No hay otra promoción,ESP
10008884,Sea of Thieves,2024-05-15T17:40:19.261309,PS5,Aventura,Microsoft Corporation,30/4/2024,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Polaco, Portugués (Brasil), Ruso, Tailandés, Turco",4.51,4671 calificaciones,81 %,7 %,2 %,1 %,9 %,"39,99 €","39,99 €",No hay información,No hay otra promoción,ESP
10004865,Assassin's Creed® Mirage,2024-05-15T17:40:21.121425,"PS4, PS5","Acción, Aventura",UBISOFT ENTERTAINMENT SA,4/10/2023,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Portugués (Brasil)",4.01,18366 calificaciones,52 %,21 %,12 %,6 %,9 %,"49,99 €","24,99 €",No hay información,No hay otra promoción,ESP
10000657,HELLDIVERS™ 2,2024-05-15T17:40:22.628424,PS5,Acción,Sony Interactive Entertainment Europe,8/2/2024,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Portugués (Portugal), Ruso",4.48,74160 calificaciones,81 %,7 %,2 %,1 %,9 %,"39,99 €","39,99 €",No hay información,No hay otra promoción,ESP
233235,DRAGON BALL Z: KAKAROT PS4™ & PS5™,2024-05-15T17:40:24.183423,"PS4, PS5","Acción, Aventura, Juegos de rol",BANDAI NAMCO ENTERTAINMENT EUROPE,12/1/2023,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Ruso, Árabe",4.57,43243 calificaciones,79 %,10 %,6 %,1 %,4 %,"69,99 €","13,99 €",Incluido,No hay otra promoción,ESP
212779,Minecraft,2024-05-15T17:40:25.718459,PS4,Aventura,Mojang AB,9/12/2019,"Alemán, Checo, Chino (Simplificado), Chino (Tradicional), Coreano, Danés, Eslovenio, Español, Español (México), Finlandés, Francés (Canadá), Francés (Francia), Griego, Húngaro, Inglés, Italiano, Japonés, Neerlandés, Noruego, Polaco, Portugués (Brasil), Portugués (Portugal), Ruso, Sueco, Turco, Ucraniano",4.32,1571845 calificaciones,72 %,9 %,7 %,1 %,11 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
201511,Fallout 4,2024-05-15T17:40:27.359423,"PS4, PS5",Juegos de rol,Bethesda,25/4/2024,No hay información,4.61,123349 calificaciones,80 %,11 %,3 %,1 %,4 %,"19,99 €","19,99 €",Incluido,No hay otra promoción,ESP
10005275,Honkai: Star Rail,2024-05-15T17:40:28.129186,PS5,"Aventura, Juegos de rol",COGNOSPHERE PTE. LTD.,10/10/2023,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español (México), Francés (Francia), Inglés, Japonés, Portugués (Brasil), Ruso",4.6,17751 calificaciones,83 %,7 %,2 %,1 %,6 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
223118,Roblox,2024-05-15T17:40:29.573026,PS4,Únicos,ROBLOX Corporation,10/10/2023,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil)",4.22,293235 calificaciones,68 %,9 %,11 %,2 %,11 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
221852,Destiny 2 PS4™ & PS5™,2024-05-15T17:40:30.933097,"PS4, PS5","Aventura, Juegos de disparos, Acción",Bungie,8/12/2020,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Polaco, Portugués (Brasil), Ruso",4.28,291440 calificaciones,70 %,11 %,6 %,2 %,11 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
200763,Call of Duty®: Black Ops III - Zombies Chronicles Edition,2024-05-15T17:40:32.406083,PS4,"Acción, Juegos de disparos, Juegos de disparos",Activision Blizzard Int'l BV,28/8/2017,"Español, Italiano",4.44,363990 calificaciones,76 %,10 %,5 %,2 %,8 %,"69,99 €","23,09 €",No hay información,No hay otra promoción,ESP
10002313,The Crew™ Motorfest Standard Edition - Cross-Gen Bundle,2024-05-15T17:40:33.949664,"PS4, PS5",Conducción/Carreras,UBISOFT ENTERTAINMENT SA,14/9/2023,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Portugués (Brasil)",4.25,21658 calificaciones,68 %,12 %,6 %,2 %,11 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
10006891,Stellar Blade™,2024-05-15T17:40:35.699316,PS5,"Acción, Aventura",Sony Interactive Entertainment Europe,25/4/2024,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Danés, Español, Español (México), Finlandés, Francés (Francia), Inglés, Italiano, Japonés, Neerlandés, Noruego, Polaco, Portugués (Brasil), Portugués (Portugal), Ruso, Sueco, Tailandés, Turco, Árabe",4.82,36242 calificaciones,92 %,3 %,1 %,1 %,3 %,"79,99 €","79,99 €",No hay información,No hay otra promoción,ESP
10000333,ELDEN RING PS4 & PS5,2024-05-15T17:40:37.082873,"PS4, PS5",Juegos de rol,BANDAI NAMCO ENTERTAINMENT EUROPE,24/2/2022,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Ruso",4.72,69961 calificaciones,89 %,4 %,1 %,1 %,5 %,"59,99 €","59,99 €",No hay información,No hay otra promoción,ESP
10000956,Gran Turismo™ 7,2024-05-15T17:40:38.680131,"PS4, PS5",Conducción/Carreras,Polyphony Digital Inc,3/3/2022,"Alemán, Checo, Español, Francés (Francia), Griego, Inglés, Italiano, Japonés, Neerlandés, Polaco, Portugués (Portugal), Ruso, Turco, Árabe",4.36,19896 calificaciones,71 %,13 %,5 %,2 %,9 %,"79,99 €","79,99 €",No hay información,No hay otra promoción,ESP
232352,Apex Legends™ PS5™,2024-05-15T17:40:40.191220,PS5,"Acción, Juegos de disparos",EA Swiss Sarl,28/3/2022,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Polaco, Portugués (Brasil), Ruso",4.12,768288 calificaciones,65 %,12 %,9 %,2 %,13 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
209441,Red Dead Redemption 2,2024-05-15T17:40:42.229576,PS4,"Acción, Aventura, Únicos",Rockstar Games,25/10/2018,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Polaco, Portugués (Brasil), Ruso",4.71,238441 calificaciones,88 %,5 %,2 %,1 %,4 %,"59,99 €","59,99 €",No hay información,No hay otra promoción,ESP
228857,Los Sims™ 4,2024-05-15T17:40:43.769541,PS4,"Acción, Simulación",EA Swiss Sarl,16/11/2017,"Alemán, Danés, Español, Finlandés, Francés (Francia), Inglés, Italiano, Neerlandés, Noruego, Polaco, Ruso, Sueco",3.98,90540 calificaciones,59 %,13 %,9 %,3 %,16 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
10007978,Edición Digital WWE 2K24 Cross-Gen,2024-05-15T17:40:45.210980,"PS4, PS5",Deporte,2K,7/3/2024,"Alemán, Español, Francés (Francia), Inglés, Italiano, Árabe",4.52,4201 calificaciones,78 %,10 %,4 %,2 %,6 %,"74,99 €","74,99 €",No hay información,No hay otra promoción,ESP
10002456,Marvel’s Spider-Man 2,2024-05-15T17:40:47.259955,PS5,Acción,Sony Interactive Entertainment Europe,19/10/2023,"Alemán, Checo, Danés, Español, Finlandés, Francés (Francia), Griego, Húngaro, Inglés, Italiano, Neerlandés, Noruego, Polaco, Portugués (Portugal), Ruso, Sueco, Árabe",4.86,119036 calificaciones,92 %,5 %,2 %,1 %,1 %,"79,99 €","79,99 €",Prueba de juego,No hay otra promoción,ESP
203715,Rocket League®,2024-05-15T17:40:48.567769,PS4,"Deporte, Acción, Conducción/Carreras",Psyonix,6/7/2015,"Alemán, Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Neerlandés, Polaco, Portugués (Portugal), Ruso, Turco",4.36,1115627 calificaciones,71 %,12 %,8 %,1 %,8 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
10007588,Stumble Guys,2024-05-15T17:40:49.947574,PS5,"Acción, Grupo","Scopely, Inc.",9/4/2024,"Alemán, Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Malayo, Neerlandés, Polaco, Portugués (Brasil), Portugués (Portugal), Ruso, Tailandés, Turco, Vietnamita",4.35,31794 calificaciones,68 %,12 %,12 %,1 %,6 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
10004473,Resident Evil 4 PS4 & PS5,2024-05-15T17:40:51.382596,"PS4, PS5","Acción, Aventura, Terror",CE EUROPE LIMITED,23/3/2023,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil), Ruso, Árabe",4.79,57453 calificaciones,89 %,6 %,4 %,0 %,2 %,"39,99 €","39,99 €",No hay información,No hay otra promoción,ESP
10000237,Assassin's Creed Valhalla PS4 & PS5,2024-05-15T17:40:52.908273,"PS4, PS5",Juegos de rol,UBISOFT ENTERTAINMENT SA,11/11/2020,No hay información,4.16,51474 calificaciones,65 %,13 %,7 %,4 %,11 %,"69,99 €","69,99 €",Incluido,Incluido,ESP
