id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original,Oferta,Oferta PSPlus,Otra promo diferente a PSPLUS,País Store
10007176,EA SPORTS FC™ 24 Standard Edition para PS4 y PS5,2024-04-20T17:52:52.411465,"PS4, PS5",Deporte,EA Swiss Sarl,28/9/2023,No hay información,3.39,66176 calificaciones,45 %,12 %,10 %,6 %,28 %,"79,99 €","79,99 €",No hay información,Prueba de juego,ESP
228748,Fortnite,2024-04-20T17:52:54.872115,PS5,"Acción, Aventura",EPIC GAMES,21/7/2017,"Alemán, Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Polaco, Portugués (Brasil), Ruso, Turco, Árabe",4.32,6794892 calificaciones,71 %,10 %,8 %,1 %,10 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
10001130,Call of Duty®: Modern Warfare® III - Lote Multigeneración,2024-04-20T17:52:56.580301,"PS4, PS5",Acción,Activision Blizzard Int'l BV,2/11/2023,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Ruso",4.04,314353 calificaciones,61 %,11 %,12 %,2 %,14 %,"79,99 €","79,99 €",No hay información,No hay otra promoción,ESP
10007788,Edición Kobe Bryant de NBA 2K24 para PS5™,2024-04-20T17:52:59.728376,PS5,Deporte,2K,7/9/2023,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés",3.06,27882 calificaciones,35 %,12 %,12 %,8 %,34 %,"79,99 €","79,99 €",Incluido,No hay otra promoción,ESP
201930,Grand Theft Auto Online (PlayStation®5),2024-04-20T17:53:02.044765,PS5,"Acción, Aventura",Rockstar Games,14/3/2022,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Polaco, Portugués (Brasil), Ruso",4.52,685205 calificaciones,79 %,8 %,5 %,1 %,7 %,"19,99 €","9,99 €",No hay información,No hay otra promoción,ESP
10002427,eFootball™ 2024,2024-04-20T17:53:04.139710,PS5,Deporte,Konami,30/9/2021,"Alemán, Español, Francés (Francia), Griego, Inglés, Italiano, Neerlandés, Portugués (Portugal), Ruso, Sueco, Turco, Árabe",3.76,280454 calificaciones,53 %,12 %,13 %,3 %,20 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
201511,Fallout 4,2024-04-20T17:53:06.293825,PS4,Juegos de rol,Bethesda,9/11/2015,"Alemán, Español, Francés (Francia), Inglés, Italiano",4.63,112424 calificaciones,81 %,11 %,3 %,1 %,4 %,"19,99 €","19,99 €",Incluido,No hay otra promoción,ESP
10000657,HELLDIVERS™ 2,2024-04-20T17:53:08.015630,PS5,Acción,Sony Interactive Entertainment Europe,8/2/2024,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Portugués (Portugal), Ruso",4.55,63979 calificaciones,82 %,7 %,2 %,1 %,7 %,"39,99 €","39,99 €",No hay información,No hay otra promoción,ESP
10007978,Edición Digital WWE 2K24 Cross-Gen,2024-04-20T17:53:10.150095,"PS4, PS5",Deporte,2K,7/3/2024,"Alemán, Español, Francés (Francia), Inglés, Italiano, Árabe",4.58,3415 calificaciones,81 %,9 %,3 %,1 %,5 %,"74,99 €","63,74 €",No hay información,No hay otra promoción,ESP
209441,Red Dead Redemption 2,2024-04-20T17:53:12.022426,PS4,"Acción, Aventura, Únicos",Rockstar Games,25/10/2018,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Polaco, Portugués (Brasil), Ruso",4.71,235222 calificaciones,88 %,5 %,2 %,1 %,4 %,"59,99 €","59,99 €",No hay información,No hay otra promoción,ESP
216627,Temporada 10 de Overwatch 2: A la aventura,2024-04-20T17:53:14.222822,PS5,"Juegos de disparos, Acción, Juegos de disparos","Blizzard Entertainment, Inc.",4/10/2022,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Polaco, Portugués (Brasil), Portugués (Portugal), Ruso, Turco",4.29,193762 calificaciones,72 %,10 %,5 %,2 %,12 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
10002100,FINAL FANTASY XVI,2024-04-20T17:53:16.049259,PS5,"Acción, Juegos de rol",Square Enix LTD,21/6/2023,"Alemán, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Polaco, Portugués (Brasil), Ruso, Árabe",4.52,22929 calificaciones,73 %,16 %,6 %,2 %,3 %,"79,99 €","79,99 €",No hay información,No hay otra promoción,ESP
10001850,God of War Ragnarök,2024-04-20T17:53:18.135335,"PS4, PS5",Acción,Sony Interactive Entertainment Europe,8/11/2022,No hay información,4.84,76727 calificaciones,92 %,4 %,2 %,1 %,2 %,"79,99 €","49,59 €",Prueba de juego,No hay otra promoción,ESP
212779,Minecraft,2024-04-20T17:53:20.528874,PS4,Aventura,Mojang AB,9/12/2019,"Alemán, Checo, Chino (Simplificado), Chino (Tradicional), Coreano, Danés, Eslovenio, Español, Español (México), Finlandés, Francés (Canadá), Francés (Francia), Griego, Húngaro, Inglés, Italiano, Japonés, Neerlandés, Noruego, Polaco, Portugués (Brasil), Portugués (Portugal), Ruso, Sueco, Turco, Ucraniano",4.32,1566801 calificaciones,72 %,9 %,7 %,1 %,11 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
10008286,ARK: Survival Ascended,2024-04-20T17:53:22.686898,PS5,"Aventura, Juegos de rol",WILDCARD PROPERTIES,30/11/2023,"Alemán, Chino (Simplificado), Danés, Español, Francés (Francia), Inglés, Italiano, Japonés, Neerlandés, Portugués (Brasil), Ruso, Turco",4.03,8769 calificaciones,65 %,10 %,5 %,4 %,17 %,"44,99 €","35,99 €",No hay información,No hay otra promoción,ESP
10005844,Dragon's Dogma 2,2024-04-20T17:53:24.372715,PS5,"Acción, Juegos de rol",CE EUROPE LIMITED,21/3/2024,"Alemán, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil), Ruso, Árabe",4.11,18640 calificaciones,66 %,10 %,6 %,4 %,14 %,"74,99 €","74,99 €",No hay información,No hay otra promoción,ESP
10000896,Genshin Impact,2024-04-20T17:53:26.536673,"PS4, PS5","Acción, Aventura, Juegos de rol",COGNOSPHERE PTE. LTD.,27/4/2021,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Portugués (Portugal), Ruso, Tailandés, Turco, Vietnamita",4.41,330538 calificaciones,76 %,9 %,5 %,1 %,9 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
10008884,Sea of Thieves,2024-04-20T17:53:28.219916,PS5,Aventura,Microsoft Corporation,30/4/2024,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,"39,99 €","39,99 €",No hay información,No hay otra promoción,ESP
234567,Cyberpunk 2077,2024-04-20T17:53:37.822349,"PS4, PS5","Juegos de rol, Únicos",CD PROJEKT,15/2/2022,No hay información,4.35,100536 calificaciones,72 %,12 %,4 %,3 %,10 %,"49,99 €","29,99 €",Prueba de juego,No hay otra promoción,ESP
10008048,Grounded PS4® & PS5®,2024-04-20T17:53:39.893555,"PS4, PS5",Aventura,Microsoft Corporation,16/4/2024,No hay información,4.69,756 calificaciones,87 %,6 %,2 %,1 %,5 %,"39,99 €","39,99 €",No hay información,No hay otra promoción,ESP
223118,Roblox,2024-04-20T17:53:42.885690,PS4,Únicos,ROBLOX Corporation,10/10/2023,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil)",4.23,278914 calificaciones,68 %,9 %,11 %,2 %,10 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
233235,DRAGON BALL Z: KAKAROT PS4™ & PS5™,2024-04-20T17:53:45.742306,"PS4, PS5","Acción, Aventura, Juegos de rol",BANDAI NAMCO ENTERTAINMENT EUROPE,12/1/2023,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Ruso, Árabe",4.58,41944 calificaciones,79 %,10 %,6 %,1 %,4 %,"69,99 €","69,99 €",Incluido,No hay otra promoción,ESP
10005275,Honkai: Star Rail,2024-04-20T17:53:48.984398,PS5,"Aventura, Juegos de rol",COGNOSPHERE PTE. LTD.,10/10/2023,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español (México), Francés (Francia), Inglés, Japonés, Portugués (Brasil), Ruso",4.59,16240 calificaciones,83 %,7 %,2 %,1 %,6 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
10006891,Stellar Blade™,2024-04-20T17:53:51.842258,PS5,"Acción, Aventura",Sony Interactive Entertainment Europe,25/4/2024,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,"79,99 €","79,99 €",No hay información,No hay otra promoción,ESP
221852,Destiny 2 PS4™ & PS5™,2024-04-20T17:54:01.405955,"PS4, PS5","Aventura, Juegos de disparos, Acción",Bungie,8/12/2020,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Polaco, Portugués (Brasil), Ruso",4.28,289929 calificaciones,70 %,11 %,6 %,2 %,10 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
10003386,Rise of the Ronin™,2024-04-20T17:54:04.071474,PS5,"Acción, Aventura",Sony Interactive Entertainment Europe,21/3/2024,"Alemán, Danés, Español, Finlandés, Francés (Francia), Inglés, Italiano, Japonés, Neerlandés, Noruego, Polaco, Portugués (Portugal), Ruso, Sueco, Turco",4.27,8848 calificaciones,68 %,14 %,5 %,4 %,9 %,"79,99 €","79,99 €",No hay información,No hay otra promoción,ESP
10000333,ELDEN RING PS4 & PS5,2024-04-20T17:54:06.111701,"PS4, PS5",Juegos de rol,BANDAI NAMCO ENTERTAINMENT EUROPE,24/2/2022,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Ruso",4.72,67493 calificaciones,89 %,4 %,1 %,1 %,5 %,"59,99 €","59,99 €",No hay información,No hay otra promoción,ESP
232447,Versión de Hogwarts Legacy para PS5,2024-04-20T17:54:08.804794,PS5,Únicos,WARNER BROS. INTERACTIVE,9/2/2023,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Ruso, Árabe",4.5,34595 calificaciones,72 %,17 %,6 %,2 %,4 %,"74,99 €","74,99 €",Prueba de juego,No hay otra promoción,ESP
228857,Los Sims™ 4,2024-04-20T17:54:11.630326,PS4,"Acción, Simulación",EA Swiss Sarl,16/11/2017,"Alemán, Danés, Español, Finlandés, Francés (Francia), Inglés, Italiano, Neerlandés, Noruego, Polaco, Ruso, Sueco",3.98,89404 calificaciones,59 %,13 %,9 %,3 %,16 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
10002788,UFC™ 5,2024-04-20T17:54:13.814417,PS5,Lucha,EA Swiss Sarl,26/10/2023,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil)",3,7193 calificaciones,31 %,15 %,12 %,9 %,34 %,"79,99 €","79,99 €",No hay información,Prueba de juego,ESP
10000956,Gran Turismo™ 7,2024-04-20T17:54:16.587021,"PS4, PS5",Conducción/Carreras,Polyphony Digital Inc,3/3/2022,"Alemán, Checo, Español, Francés (Francia), Griego, Inglés, Italiano, Japonés, Neerlandés, Polaco, Portugués (Portugal), Ruso, Turco, Árabe",4.35,19059 calificaciones,71 %,13 %,5 %,2 %,9 %,"79,99 €","79,99 €",No hay información,No hay otra promoción,ESP
203715,Rocket League®,2024-04-20T17:54:18.434572,PS4,"Deporte, Acción, Conducción/Carreras",Psyonix,6/7/2015,"Alemán, Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Neerlandés, Polaco, Portugués (Portugal), Ruso, Turco",4.37,1108009 calificaciones,71 %,12 %,8 %,1 %,8 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
232248,Fallout 76,2024-04-20T17:54:20.796546,PS4,Juegos de rol,Bethesda,13/11/2018,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Ruso",3.6,46884 calificaciones,51 %,12 %,7 %,6 %,24 %,"39,99 €","7,99 €",Incluido,No hay otra promoción,ESP
