id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original,Oferta,Oferta PSPlus,Otra promo diferente a PSPLUS,País Store
10007176,EA SPORTS FC™ 24 Standard Edition para PS4 y PS5,2024-05-10 09:33:20.817834,"PS4, PS5",Deporte,EA Swiss Sarl,2023-09-28,No hay información,3.34,73436,32311,8812,7343,4406,22030,79.99,79.99,0.0,-1.0,ESP
228748,Fortnite,2024-05-10 09:33:21.665809,PS5," Aventura,Acción",EPIC GAMES,2017-07-21," Portugués (Brasil), Español, Francés (Francia), Inglés, Ruso, Japonés, Coreano, Turco, Árabe, Italiano, Polaco,Alemán, Español (México)",4.32,6832417,4851016,683241,546593,68324,683241,0.0,0.0,-1.0,-1.0,ESP
10001130,Call of Duty®: Modern Warfare® III - Lote Multigeneración,2024-05-10 09:33:23.647843,"PS4, PS5",Acción,Activision Blizzard Int'l BV,2023-11-02," Español, Inglés, Francés (Francia), Ruso, Italiano, Polaco,Alemán",4.04,323812,197525,35619,38857,6476,45333,79.99,79.99,-1.0,-1.0,ESP
10002427,eFootball™ 2024,2024-05-10 09:33:25.419222,PS5,Deporte,Konami,2021-09-30," Griego, Neerlandés, Sueco, Español, Inglés, Francés (Francia), Ruso, Portugués (Portugal), Turco, Árabe, Italiano,Alemán",3.76,286828,152018,34419,37287,8604,57365,0.0,0.0,-1.0,-1.0,ESP
10007788,Edición Kobe Bryant de NBA 2K24 para PS5™,2024-05-10 09:33:26.835589,PS5,Deporte,2K,2023-09-07," Español, Francés (Francia), Inglés, Japonés, Coreano, Italiano,Alemán, Chino (Tradicional), Chino (Simplificado)",3.04,30302,10302,3636,3636,2424,10302,79.99,79.99,0.0,-1.0,ESP
10004708,TopSpin 2K25 Edición Digital Cross-Gen,2024-05-10 09:33:28.292115,"PS4, PS5",Deporte,2K,2024-04-25," Español, Francés (Francia), Inglés, Japonés, Coreano, Checo, Italiano,Alemán, Chino (Tradicional), Chino (Simplificado), Español (México)",3.35,938,384,140,93,46,262,74.99,74.99,0.5,-1.0,ESP
201930,Grand Theft Auto Online (PlayStation®5),2024-05-10 09:33:29.538359,PS5," Aventura,Acción",Rockstar Games,2022-03-14," Portugués (Brasil), Español, Francés (Francia), Inglés, Ruso, Coreano, Italiano, Polaco,Alemán, Chino (Tradicional), Chino (Simplificado), Español (México)",4.52,688328,543779,55066,34416,6883,48182,19.99,19.99,-1.0,-1.0,ESP
10009581,MotoGP™24 PS4 & PS5,2024-05-10 09:33:30.355341,"PS4, PS5","Conducción/Carreras, Deporte",MILESTONE SRL,2024-05-01," Portugués (Brasil), Español, Francés (Francia), Inglés, Japonés, Italiano,Alemán, Chino (Tradicional), Chino (Simplificado), Tailandés",4.36,70,51,6,2,2,6,69.99,69.99,-1.0,-1.0,ESP
10008884,Sea of Thieves,2024-05-10 09:33:31.160088,PS5,Aventura,Microsoft Corporation,2024-04-30," Portugués (Brasil), Español, Francés (Francia), Inglés, Ruso, Japonés, Coreano, Turco, Italiano, Polaco,Alemán, Chino (Tradicional), Chino (Simplificado), Tailandés, Español (México)",4.52,3962,3248,237,79,39,316,39.99,39.99,-1.0,-1.0,ESP
10000896,Genshin Impact,2024-05-10 09:33:33.573135,"PS4, PS5"," Aventura,Acción, Juegos de rol",COGNOSPHERE PTE. LTD.,2021-04-27," Español, Francés (Francia), Inglés, Ruso, Japonés, Coreano, Portugués (Portugal), Turco, Italiano, Vietnamita,Alemán, Chino (Tradicional), Chino (Simplificado), Tailandés",4.41,334478,250858,30103,16723,3344,30103,0.0,0.0,-1.0,-1.0,ESP
